player,nation,minutes,goals,npg,npxg,age
Nilson Angulo,ECU,256,0,0,,22
Nnamdi Collins,GER,1347,1,1,,22
Noa Lang,NED,666,1,1,,26
Noah Atubolu,GER,2250,0,0,,23
Noah Cadiou,GLP,1069,1,1,,27
Noah Edjouma,FRA,348,0,0,,20
Noah Nartey,DEN,449,2,2,,20
Noah Nsoki,FRA,8,0,0,,19
Noah Okafor,SUI,1273,4,4,,25
Noah Sadiki,COD,2112,0,0,,21
Noahkai Banks,USA,1650,1,1,,19
Noam Obougou Jacquet,FRA,104,1,1,,19
Nobel Mendy,FRA,1364,2,2,,21
Noham Kamara,FRA,1,0,0,,19
Noni Madueke,ENG,835,2,2,,23
Nordan Mukiele,FRA,51,1,1,,20
Nordi Mukiele,FRA,2163,1,1,,28
Nouha Dicko,MLI,72,1,1,,33
Noussair Mazraoui,MAR,618,0,0,,28
Nuno Mendes,POR,1139,3,3,,23
Nuno Tavares,POR,746,0,0,,26
Nícolas Andrade,BRA,360,0,0,,37
Obed Nkambadio,FRA,990,0,0,,23
Obed Vargas,MEX,56,0,0,,20
Obite N'Dicka,CIV,2014,3,3,,26
Odilon Kossounou,CIV,888,1,1,,25
Odsonne Édouard,FRA,1307,9,8,,28
Odysseas Vlachodimos,GRE,2070,0,0,,31
Oier Luengo,ESP,225,0,0,,28
Oier Zarraga,ESP,328,0,0,,27
Oihan Sancet,ESP,1346,2,0,,25
Ola Aina,NGA,1140,0,0,,29
Oladapo Afolayan,ENG,150,0,0,,28
Olaf Gorter,NED,28,0,0,,21
Olasagasti,ESP,890,1,1,,25
Oleksandr Zinchenko,UKR,353,0,0,,29
Oliver Baumann,GER,2250,0,0,,35
Oliver Burke,SCO,1082,4,4,,28
Oliver Jensen,DEN,1589,1,1,,23
Oliver Nielsen,DEN,776,0,0,,22
Oliver Scarles,ENG,656,0,0,,20
Oliver Sonne,PER,169,1,1,,25
Olivier Boscagli,FRA,442,0,0,,28
Olivier Deman,BEL,444,1,1,,25
Olivier Giroud,FRA,1451,5,3,,39
Ollie Watkins,ENG,2148,8,8,,30
Omar Alderete,PAR,2174,1,1,,29
Omar El Hilali,MAR,1850,0,0,,22
Omar Falah,ESP,14,0,0,,22
Omar Marmoush,EGY,513,1,1,,27
Omar Mascarell,EQG,1392,1,1,,33
Omar Traoré,GER,1374,0,0,,28
Omari Hutchinson,ENG,1163,1,1,,22
Omri Gandelman,ISR,629,2,2,,25
Orel Mangala,BEL,33,0,0,,27
Oriol Rey,ESP,948,0,0,,28
Orri Steinn Óskarsson,ISL,268,4,4,,21
Osame Sahraoui,MAR,463,1,1,,24
Oscar Bobb,NOR,643,0,0,,22
Oscar Fraulo,DEN,43,1,1,,22
Oscar Højlund,DEN,740,0,0,,21
Otavio Ataide,BRA,1721,0,0,,23
Otto Stange,GER,42,0,0,,19
Oumar Ngom,MTN,160,0,0,,22
Oumar Pona,FRA,90,0,0,,19
Oumar Solet,FRA,2149,3,2,,26
Ousmane Camara,MLI,2043,1,1,,23
Ousmane Dembélé,FRA,719,8,6,,28
Ousmane Toure,FRA,51,0,0,,21
Oussama El Azzouzi,MAR,807,1,1,,24
Ovie Ejaria,ENG,180,0,0,,28
Ozan Kabak,TUR,941,4,4,,25
Pablo,BRA,252,0,0,,22
Pablo Agudín,ESP,70,0,0,,18
Pablo Barrios,ESP,1575,1,1,,22
Pablo Cuñat,ESP,180,0,0,,23
Pablo Durán,ESP,964,2,2,,24
Pablo Fornals,ESP,2118,6,6,,30
Pablo Garcia,ESP,372,0,0,,19
Pablo Ibáñez,ESP,1605,1,1,,27
Pablo Maffeo,ESP,1876,1,1,,28
Pablo Martínez,ESP,1172,1,1,,28
Pablo Marí,ESP,808,0,0,,32
Pablo Marín,ESP,1073,0,0,,22
Pablo Pagis,FRA,1267,8,7,,23
Pablo Rosario,DOM,28,0,0,,29
Pablo Torre,ESP,839,1,1,,22
Paco Cortés,ESP,361,0,0,,18
Panos Katseris,GRE,224,0,0,,24
Pape Cabral,FRA,77,0,0,,19
Pape Demba Diop,SEN,688,1,1,,22
Pape Gueye,SEN,1435,4,3,,27
Pape Mamadou Sy,SEN,76,0,0,,28
Pape Matar Sarr,SEN,1147,2,2,,23
Paris Brunner,GER,117,0,0,,20
Pascal Groß,GER,1439,1,1,,34
Pascal Stenzel,GER,106,0,0,,29
Pascal Struijk,NED,2259,0,0,,26
Pasquale Mazzocchi,ITA,216,0,0,,30
Pathé Ciss,SEN,1338,1,1,,31
Pathé Mboup,SEN,869,1,1,,22
Patric,ESP,144,0,0,,32
Patrice Čović,CRO,265,1,1,,18
Patrick Cutrone,ITA,888,1,1,,28
Patrick Dorgu,DEN,1335,3,3,,21
Patrick Mainka,GER,2250,1,1,,31
Patrick Osterhage,GER,1187,1,1,,26
Patrick Roberts,ENG,28,0,0,,29
Patrick Wimmer,AUT,1157,3,3,,24
Patrik Carlgren,SWE,92,0,0,,34
Patrik Schick,CZE,1307,7,5,,30
Patrizio Masini,ITA,1166,0,0,,25
Pau Cubarsí,ESP,1922,1,1,,19
Pau López,ESP,720,0,0,,31
Pau Navarro,ESP,1256,0,0,,20
Pau Torres,ESP,1298,0,0,,29
Paul Argney,FRA,90,0,0,,19
Paul Nebel,GER,1326,1,1,,23
Paul Pogba,FRA,33,0,0,,32
Paulo Dybala,ARG,1054,2,2,,32
Paulo Gazzaniga,ARG,2112,0,0,,34
Pavel Šulc,CZE,1254,10,10,,25
Pedri,ESP,1316,2,2,,23
Pedro,ESP,611,3,1,,38
Pedro Bigas,ESP,1459,0,0,,35
Pedro Díaz,ESP,1238,0,0,,27
Pedro Felipe,BRA,2,0,0,,21
Pedro Lima,BRA,4,0,0,,19
Pedro Neto,POR,2140,5,5,,26
Pedro Porro,ESP,1986,0,0,,26
Pelayo Fernandez,ESP,45,0,0,,22
Pep Chavarría,ESP,2015,1,1,,27
Peque,ESP,873,2,2,,23
Pere Milla,ESP,1575,6,6,,33
Pervis Estupiñán,ECU,832,1,1,,28
Petar Ratkov,SRB,221,0,0,,22
Petar Sucic,CRO,1242,1,1,,22
Pharell Hensel,GER,69,0,0,,19
Phil Foden,ENG,1795,7,7,,25
Philip Otele,NGA,345,0,0,,26
Philipp Köhn,SUI,1621,0,0,,27
Philipp Lienhart,AUT,896,0,0,,29
Philipp Sander,GER,1640,1,1,,28
Philipp Treu,GER,1619,1,1,,25
Phillip Tietz,GER,1063,2,2,,28
Phillipp Mwene,AUT,1382,0,0,,32
Piero Hincapié,ECU,1576,1,1,,24
Pierre Højbjerg,DEN,1928,2,2,,30
Pierre Kalulu,FRA,2381,2,2,,25
Pierre Lees-Melou,FRA,1346,1,1,,32
Pierre-Emerick Aubameyang,GAB,1399,8,8,,36
Pierre-Yves Hamel,FRA,78,0,0,,32
Pierrick Capelle,FRA,176,0,0,,38
Pietro Comuzzo,ITA,1428,1,1,,21
Pietro Terracciano,ITA,125,0,0,,36
Piotr Zieliński,POL,1446,5,4,,31
Pol Lirola,ESP,265,0,0,,28
Pol Lozano,ESP,1690,1,1,,26
Pontus Almqvist,SWE,400,0,0,,26
Portu,ESP,474,0,0,,33
Prosper Peter,NGA,943,3,3,,18
Przemysław Frankowski,POL,1105,1,1,,30
Péter Gulácsi,HUN,1918,0,0,,35
Quentin Merlin,FRA,1723,1,1,,23
Quentin Ndjantou Mbitcha,FRA,360,1,1,,18
Quilindschy Hartman,NED,1337,0,0,,24
Quinten Timber,NED,535,0,0,,24
Rabby Nzingoula,FRA,51,0,0,,20
Rachid Ghezzal,ALG,142,0,0,,33
Radosław Majecki,POL,864,0,0,,26
Radu Drăgușin,ROU,425,0,0,,24
Rafa Marín,ESP,1484,1,1,,23
Rafa Mir,ESP,1496,7,6,,28
Rafael Gonçalves,POR,273,0,0,,21
Rafael Leão,POR,1421,9,7,,26
Rafel Obrador,ESP,299,0,0,,22
Rafik Belghali,ALG,1124,2,2,,23
Rafik Messali,FRA,502,0,0,,22
Rafiu Durosinmi,NGA,348,1,1,,23
Ragnar Ache,GER,1363,5,5,,27
Rahim Bonkano,NIG,1414,0,0,,24
Ramon Hendriks,NED,1329,0,0,,24
Ramy Bensebaini,ALG,1166,2,2,,30
Ramón Martínez,ESP,102,0,0,,23
Ramón Terrats,ESP,513,1,1,,25
Randal Kolo Muani,FRA,1191,1,1,,27
Randy Nteka,ANG,99,0,0,,28
Rani Khedira,GER,2117,5,5,,32
Ransford Königsdörffer,GHA,1685,4,4,,24
Raoul Bellanova,ITA,1162,0,0,,25
Raphael Le Guen,FRA,5,0,0,,19
Raphaël Guerreiro,POR,457,3,3,,32
Raphinha,BRA,1120,8,7,,29
Rasmus Højlund,DEN,1995,9,8,,23
Rasmus Kristensen,DEN,1421,2,2,,28
Rasmus Nicolaisen,DEN,1844,0,0,,28
Rassoul Ndiaye,SEN,1892,3,3,,24
Rav van den Berg,NED,861,0,0,,21
Rayan Aït-Nouri,ALG,720,0,0,,24
Rayan Cherki,FRA,1277,3,3,,22
Rayan Fofana,FRA,665,5,5,,20
Rayan Philippe,FRA,1090,5,5,,25
Rayan Vitor,BRA,451,2,2,,19
Razvan Sava,ROU,620,0,0,,23
Raúl,ESP,778,5,5,,25
Raúl Albiol,ESP,365,0,0,,40
Raúl Asencio,ESP,1348,2,2,,23
Raúl Jiménez,MEX,1904,8,5,,34
Raúl Moro,ESP,295,0,0,,23
Reda Belahyane,MAR,518,0,0,,21
Reda Khadra,GER,213,0,0,,24
Reece James,ENG,1806,2,2,,26
Reinildo Mandava,MOZ,1427,0,0,,32
Reiss Nelson,ENG,55,0,0,,26
Remo Freuler,SUI,1491,0,0,,33
Renato Veiga,POR,1761,0,0,,22
Ricardo Rodríguez,SUI,1206,0,0,,33
Riccardo Calafiori,ITA,1375,1,1,,23
Riccardo Orsolini,ITA,1534,7,4,,29
Riccardo Sottil,ITA,1066,1,1,,26
Richarlison,BRA,1356,8,8,,28
Ricky Jade-Jones,ENG,337,2,2,,24
Rico Henry,JAM,1328,0,0,,28
Rico Lewis,ENG,317,0,0,,21
Ridle Baku,GER,1800,1,1,,27
Rio Ngumoha,ENG,138,1,1,,17
Ritsu Doan,JPN,1917,4,4,,27
Riyad Idrissi,ITA,783,2,2,,20
Robert Andrich,GER,1859,1,1,,31
Robert Glatzel,GER,295,1,1,,32
Robert Lewandowski,POL,1059,11,10,,37
Robert Skov,DEN,220,0,0,,29
Robert Sánchez,ESP,2344,0,0,,28
Roberto Férnandez,ESP,1763,5,4,,23
Roberto Gagliardini,ITA,1495,1,1,,31
Roberto Navarro,ESP,846,5,5,,23
Roberto Piccoli,ITA,1155,2,2,,25
Robin Fellhauer,GER,2041,2,2,,28
Robin Gosens,GER,1219,2,2,,31
Robin Hack,GER,248,0,0,,27
Robin Hranáč,CZE,1942,0,0,,26
Robin Koch,GER,2131,3,3,,29
Robin Le Normand,ESP,1288,1,1,,29
Robin Risser,FRA,2250,0,0,,21
Robin Roefs,NED,2520,0,0,,23
Robin Zentner,GER,786,0,0,,31
Robinio Vaz,FRA,453,4,4,,19
Rocco Reitz,GER,2019,0,0,,23
Rodri,ESP,1154,1,1,,29
Rodrigo Bentancur,URU,1410,1,1,,28
Rodrigo Gomes,POR,598,3,3,,22
Rodrigo Mendoza,ESP,1008,1,1,,20
Rodrigo Muniz,BRA,475,1,1,,24
Rodrigo Ribeiro,POR,297,2,2,,20
Rodrigo Riquelme,ESP,651,0,0,,25
Rodrygo,BRA,684,1,1,,25
Rolando Mandragora,ITA,1913,6,5,,28
Romain Del Castillo,FRA,1889,8,2,,29
Romain Esse,ENG,44,0,0,,20
Romain Faivre,FRA,164,0,0,,27
Romain Perraud,FRA,1653,2,2,,28
Romaine Mundle,ENG,411,0,0,,22
Roman Yaremchuk,UKR,135,0,0,,30
Romano Floriani,ITA,780,0,0,,23
Romano Schmid,AUT,2194,2,0,,26
Romelle Donovan,ENG,41,0,0,,19
Romelu Lukaku,BEL,44,1,1,,32
Roméo Lavia,BEL,140,0,0,,22
Ronald Araújo,URU,714,2,2,,27
Roony Bardghji,SWE,327,1,1,,20
Rosen Bozhinov,BUL,339,0,0,,21
Ross Barkley,ENG,255,1,1,,32
Ruben Aguilar,FRA,1503,2,2,,32
Ruben Kluivert,NED,642,1,1,,24
Ruben Lendinez,ESP,4,0,0,,22
Ruben Loftus-Cheek,ENG,1027,3,3,,30
Ruben Vargas,SUI,871,3,2,,27
Rubén,ESP,466,0,0,,25
Rubén García,ESP,1543,2,2,,32
Rudy Matondo,FRA,812,0,0,,17
Rui Modesto,ANG,119,0,0,,26
Ruslan Malinovskyi,UKR,1804,5,2,,32
Ryan Christie,SCO,595,1,1,,31
Ryan Gravenberch,NED,2338,4,4,,23
Ryan Rodin,FRA,23,0,0,,20
Ryan Sessegnon,ENG,1610,2,2,,25
Ryan Yates,ENG,377,0,0,,28
Rémi Himbert,FRA,131,1,1,,18
Rémy Cabella,FRA,490,1,0,,36
Rémy Descamps,FRA,360,0,0,,29
Rémy Labeau Lascary,GLP,769,4,4,,23
Rômulo,BRA,1584,7,7,,24
Rúben Dias,POR,2051,2,2,,28
Saba Goglichidze,GEO,424,0,0,,21
Sacha Boey,FRA,463,0,0,,25
Sadibou Sané,SEN,1130,2,2,,21
Sadik Fofana,TOG,3,0,0,,22
Sael Kumbedi,FRA,1318,0,0,,20
Said El Mala,GER,1241,8,8,,19
Salih Özcan,TUR,35,0,0,,28
Salis Abdul Samed,GHA,663,0,0,,25
Salomón Rondón,VEN,1032,2,2,,36
Sam Beukema,NED,1142,2,2,,27
Sam Byram,ENG,8,0,0,,32
Sam Johnstone,ENG,1080,0,0,,32
Samba Konaté,FRA,4,0,0,,17
Sambou Soumano,SEN,851,4,4,,25
Samir Chergui,ALG,973,1,1,,27
Samir El Mourabet,MAR,1627,0,0,,20
Samson Baidoo,AUT,1544,2,2,,21
Samu Becerra,ESP,12,0,0,,20
Samu Costa,POR,1866,4,4,,25
Samuel Amo-Ameyaw,ENG,585,1,1,,19
Samuel Chukwueze,NGA,776,3,3,,26
Samuel Essende,COD,414,1,1,,28
Samuel Iling-Junior,ENG,95,0,0,,22
Samuel Mbangula,BEL,987,3,3,,22
Samuel Nibombé,BEL,1,0,0,,18
Samuele Angori,ITA,1762,0,0,,22
Samuele Inácio,ITA,16,0,0,,17
Samuele Ricci,ITA,1036,1,1,,24
Sander Berge,NOR,2423,0,0,,28
Sandi Lovrić,SVN,245,0,0,,27
Sandro Kulenović,CRO,161,0,0,,26
Sandro Tonali,ITA,2038,0,0,,25
Santi Cazorla,ESP,565,0,0,,41
Santi Comesaña,ESP,1711,3,3,,29
Santiago Bueno,URU,1833,2,2,,27
Santiago Castro,ARG,1671,7,7,,21
Santiago Colombatto,ARG,1553,0,0,,29
Santiago Giménez,MEX,621,0,0,,24
Santiago Hidalgo,ARG,871,4,4,,21
Santiago Mouriño,URU,1699,1,1,,24
Santiago Pierotti,ARG,1748,1,1,,24
Sasa Kalajdzic,AUT,15,0,0,,28
Sascha Britschgi,SUI,1746,0,0,,19
Saud Abdulhamid,KSA,835,1,1,,26
Saúl Coco,EQG,2250,1,1,,27
Saša Lukić,SRB,1210,1,1,,29
Scott McTominay,SCO,1936,6,6,,29
Sead Kolašinac,BIH,702,0,0,,32
Sean Longstaff,ENG,947,1,1,,28
Sebastiaan Bornauw,BEL,304,0,0,,26
Sebastian Nanasi,SWE,411,3,3,,23
Sebastian Otoa,DEN,584,0,0,,21
Sebastian Sebulonsen,NOR,1868,0,0,,26
Sebastian Szymański,POL,380,1,1,,26
Sebastian Walukiewicz,POL,2134,0,0,,25
Sebastiano Esposito,ITA,1940,4,4,,23
Sebastiano Luperto,ITA,2156,1,1,,29
Sebastián Boselli,URU,124,0,0,,22
Seko Fofana,CIV,655,1,1,,30
Sekou Mara,FRA,875,0,0,,23
Selton Sánchez,ESP,196,0,0,,19
Semih Kılıçsoy,TUR,878,4,4,,20
Senne Lammens,BEL,2070,0,0,,23
Senne Lynen,BEL,2122,0,0,,27
Senny Mayulu,FRA,1167,3,3,,19
Seny Koumbassa,FRA,68,0,0,,18
Sepp van den Berg,NED,2124,0,0,,24
Serge Gnabry,GER,1069,6,6,,30
Sergi Altimira,ESP,914,1,1,,24
Sergi Cardona,ESP,1486,0,0,,26
Sergi Darder,ESP,1875,1,1,,32
Sergi Roberto,ESP,401,0,0,,34
Sergio Camello,ESP,458,0,0,,25
Sergio Carreira,ESP,1824,2,2,,25
Sergio Gómez,ESP,1882,0,0,,25
Sergio Herrera,ESP,2430,0,0,,32
Sergio Lozano,ESP,12,0,0,,26
Serhou Guirassy,GUI,1790,12,11,,29
Seydou Fini,ITA,32,0,0,,19
Shea Lacey,ENG,14,0,0,,18
Sheraldo Becker,SUR,403,1,1,,31
Shuto Machino,JPN,861,3,3,,26
Sidiki Cherif,FRA,1157,4,4,,19
Silas Katompa,COD,334,1,1,,27
Silvan Widmer,SUI,1329,2,2,,33
Simon Adingra,CIV,939,4,4,,24
Simon Ebonog,CMR,1300,0,0,,21
Simon Sohm,SUI,990,0,0,,24
Simone Canestrelli,ITA,2316,0,0,,25
Simone Perilli,ITA,270,0,0,,31
Simone Scuffet,ITA,630,0,0,,29
Sinaly Diomande,CIV,1321,1,1,,24
Sirlord Conteh,GER,570,2,2,,29
Skelly Alvero,FRA,34,0,0,,23
Sofiane Boufal,MAR,460,0,0,,32
Sofiane Diop,MAR,1602,7,5,,25
Sofyan Amrabat,MAR,603,0,0,,29
Solly March,ENG,5,0,0,,31
Soriba Diaoune,FRA,185,1,1,,18
Sota Kawasaki,JPN,219,0,0,,24
Soumaïla Coulibaly,FRA,1063,0,0,,22
Soungoutou Magassa,FRA,937,1,1,,22
Souza,BRA,89,0,0,,19
Stanis Idumbo,BEL,216,1,1,,20
Stanislav Lobotka,SVK,1791,1,1,,31
Stanley N'Soki,FRA,615,1,1,,26
Stefan Bell,GER,1039,2,2,,34
Stefan Ortega,GER,270,0,0,,33
Stefan Posch,AUT,1023,1,1,,28
Stefan Schimmer,GER,683,5,5,,31
Stefan de Vrij,NED,399,0,0,,34
Stefano Moreo,ITA,1571,5,4,,32
Stefano Sabelli,ITA,460,0,0,,33
Stefano Turati,ITA,90,0,0,,24
Stefanos Tzimas,GRE,139,1,1,,20
Stephan El Shaarawy,ITA,389,0,0,,33
Stephan Zagadou,FRA,437,1,1,,17
Stole Dimitrievski,MKD,810,0,0,,32
Strahinja Pavlović,SRB,1969,3,3,,24
Suat Serdar,GER,1108,2,2,,28
Sven Botman,NED,1062,1,1,,26
Sávio,BRA,573,0,0,,21
Séamus Coleman,IRL,11,0,0,,37
Sékou Doucoure,FRA,45,0,0,,20
Sérigné Diop,SEN,12,0,0,,20
Tadjidine Mmadi,FRA,16,0,0,,19
Taichi Hara,JPN,23,0,0,,26
Taiwo Awoniyi,NGA,230,1,1,,28
Tajon Buchanan,CAN,1448,6,6,,27
Takefusa Kubo,JPN,1179,2,2,,24
Takuma Asano,JPN,483,1,1,,31
Takumi Minamino,JPN,944,3,3,,31
Tammy Abraham,ENG,167,1,1,,28
Tanguy Ndombele,FRA,192,0,0,,29
Tanguy Nianzou,FRA,549,0,0,,23
Tani Oluwaseyi,CAN,637,2,2,,25
Tanner Tessmann,USA,1707,1,1,,24
Tarik Muharemovic,BIH,2025,2,2,,23
Tariq Lamptey,GHA,25,0,0,,25
Tawanda Chirewa,ZIM,27,0,0,,22
Tay Abed,ISR,23,0,0,,22
Telli Siwe,FRA,225,0,0,,21
Terem Moffi,NGA,488,2,2,,26
Terry Yegbe,GHA,1425,0,0,,25
Tete Morente,ESP,1082,0,0,,29
Teun Koopmeiners,NED,1549,0,0,,28
Theo Bair,CAN,10,0,0,,26
Thiago,BRA,2472,18,12,,24
Thiago Almada,ARG,845,3,3,,24
Thiago Borbas,URU,49,0,0,,23
Thiago Fernández,ARG,140,0,0,,21
Thiago Pinar,ESP,143,0,0,,18
Thibault De Smet,BEL,1057,0,0,,27
Thibaut Courtois,BEL,2430,0,0,,33
Thierno Barry,FRA,1608,6,6,,23
Thierry Correia,POR,1145,0,0,,27
Thijs Dallinga,NED,707,1,1,,25
Thilo Kehrer,GER,1646,0,0,,29
Thomas Delaine,FRA,201,0,0,,33
Thomas Keller,GER,188,0,0,,26
Thomas Kristensen,DEN,1614,2,2,,24
Thomas Lemar,FRA,975,2,2,,30
Thomas Meunier,BEL,1204,0,0,,34
Thomas Partey,GHA,729,0,0,,32
Théo De Percin,MTQ,226,0,0,,25
Théo Le Bris,FRA,1624,2,2,,23
Tiago Gabriel,POR,2409,1,1,,21
Tiago Gouveia,POR,531,0,0,,24
Tiago Santos,POR,687,0,0,,23
Tiago Tomás,POR,705,3,3,,23
Tidiam Gomis,FRA,316,1,1,,19
Tidiane Devernois,FRA,10,0,0,,18
Tijjani Noslin,NED,557,2,2,,26
Tijjani Reijnders,NED,1480,5,5,,27
Tim Iroegbunam,ENG,1023,0,0,,22
Tim Kleindienst,GER,2,0,0,,30
Tim Lemperle,GER,1311,7,6,,24
Tim Oermann,GER,9,0,0,,22
Tim Schnitzer,GER,6,0,0,,18
Tim Siersleben,GER,1079,0,0,,26
Tim Skarke,GER,416,1,1,,29
Timo Hübers,GER,675,0,0,,29
Timo Werner,GER,14,0,0,,30
Timothee Pembele,FRA,197,0,0,,23
Timothy Castagne,BEL,1133,0,0,,30
Timothy Weah,USA,1673,2,2,,26
Timothée Kolodziejczak,FRA,662,0,0,,34
Tjaš Begić,SVN,1,0,0,,22
Tobias Slotsager,DEN,426,0,0,,20
Tobias Weigel,GER,2,0,0,,18
Tochukwu Nnadi,NGA,26,0,0,,22
Tolu Arokodare,NGA,1227,2,2,,25
Tom Bischof,GER,910,0,0,,20
Tom Cairney,SCO,549,1,1,,35
Tom Edozie,ENG,7,1,1,,19
Tom Krauß,GER,1464,0,0,,24
Tom Louchet,FRA,1105,3,3,,22
Tom Rothe,GER,544,1,1,,21
Tom Watson,ENG,62,0,0,,19
Toma Bašić,CRO,1170,1,1,,29
Tomas Marques,ESP,7,0,0,,19
Tommaso Baldanzi,ITA,534,1,1,,22
Tommaso Barbieri,ITA,1354,0,0,,23
Tommaso Pobega,ITA,1129,2,2,,26
Tomoya Ando,JPN,542,0,0,,27
Tomás Esteves,POR,14,0,0,,23
Tomáš Souček,CZE,1426,4,4,,31
Tomáš Suslov,SVK,47,0,0,,23
Toni Fernández,ESP,45,0,0,,17
Toni Lato,ESP,375,0,0,,28
Toni Martínez,ESP,1769,5,5,,28
Torbjørn Heggem,NOR,1817,0,0,,27
Tosin Adarabioyo,ENG,737,0,0,,28
Tosin Aiyegun,BEN,837,3,3,,27
Toti Gomes,POR,1039,0,0,,27
Trai Hume,NIR,2401,0,0,,23
Trent Alexander-Arnold,ENG,637,0,0,,27
Trevoh Chalobah,ENG,2460,3,3,,26
Trey Nyoni,ENG,7,0,0,,18
Tuomas Ollila,FIN,302,0,0,,25
Tylel Tati,FRA,1593,0,0,,18
Tyler Adams,USA,1411,2,2,,27
Tyler Dibling,ENG,358,0,0,,19
Tyler Fletcher,SCO,1,0,0,,18
Tyler Fredricson,ENG,3,0,0,,21
Tyler Morton,ENG,1944,2,2,,23
Tyrell Malacia,NED,9,0,0,,26
Tyrhys Dolan,ENG,1666,1,1,,24
Tyrick Mitchell,ENG,2577,1,1,,26
Tyrique George,ENG,250,0,0,,20
Tyrone Mings,ENG,874,0,0,,32
Uchenna Ogundu,NGA,10,0,0,,19
Ugo Raghouber,FRA,409,0,0,,22
Ulisses Garcia,SUI,457,0,0,,30
Umar Sadiq,NGA,567,1,1,,29
Umut Tohumcu,GER,136,0,0,,21
Unai Elgezabal,ESP,958,1,1,,32
Unai Gómez,ESP,608,1,1,,22
Unai López,ESP,1179,0,0,,30
Unai Núñez,ESP,1675,0,0,,29
Unai Simón,ESP,2430,0,0,,28
Unai Vencedor Paris,ESP,812,0,0,,25
Urko González,ESP,1651,0,0,,24
Urko Izeta,ESP,159,0,0,,26
Uroš Radaković,SRB,24,0,0,,31
Vakoun Bayo,CIV,424,0,0,,29
Valentin Carboni,ARG,359,0,0,,21
Valentin Gendrey,FRA,59,1,1,,25
Valentin Rongier,FRA,2025,1,1,,31
Valentin Rosier,FRA,1570,0,0,,29
Valentino Lazaro,AUT,2043,0,0,,29
Valentino Livramento,ENG,1049,0,0,,23
Valentín Barco,ARG,1808,1,1,,21
Valentín Castellanos,ARG,1433,4,4,,27
Valentín Gómez,ARG,1216,1,1,,22
Vanderson,BRA,616,0,0,,24
Vanja Milinković-Savić,SRB,1800,0,0,,29
Vasilije Adžić,MNE,171,1,1,,19
Vedat Muriqi,KVX,2138,18,13,,31
Veljko Birmančević,SRB,15,0,0,,28
Veljko Milosavljević,SRB,368,0,0,,18
Victor Boniface,NGA,333,0,0,,25
Victor Lindelöf,SWE,578,0,0,,31
Victor Nelsson,DEN,2416,0,0,,27
Victor Parada,ESP,1235,0,0,,23
Victor Valdepeñas,ESP,77,0,0,,19
Viktor Gyökeres,SWE,1862,10,8,,27
Viktor Tsyhankov,UKR,1656,5,5,,28
Vincent Burlet,BEL,19,0,0,,20
Vincent Marchetti,FRA,764,2,2,,28
Vincenzo Grifo,ITA,1265,7,3,,32
Vinicius Júnior,BRA,2031,9,6,,25
Vinicius Souza,BRA,1002,0,0,,26
Virgil van Dijk,NED,2610,3,3,,34
Vitaliy Mykolenko,UKR,2148,0,0,,26
Vitaly Janelt,GER,1261,1,1,,27
Vitinha,POR,3446,5,5,,25
Vitor Reis,BRA,2238,1,1,,20
Vladimír Coufal,CZE,2234,1,1,,33
Vladyslav Krapyvtsov,UKR,136,0,0,,20
Vladyslav Vanat,UKR,1788,9,6,,24
Václav Černý,CZE,47,0,0,,28
Víctor Chust,ESP,1612,0,0,,26
Víctor García,ESP,533,0,0,,28
Víctor Muñoz,ESP,2086,4,4,,22
Wael Mohya,GER,241,1,1,,17
Waldemar Anton,GER,2070,2,2,,29
Walid Cheddira,MAR,666,1,1,,28
Warmed Omari,COM,813,0,0,,25
Warren Bondo,FRA,1430,0,0,,22
Warren Kamanzi,NOR,563,0,0,,25
Warren Zaïre-Emery,FRA,2024,1,1,,20
Wataru Endo,JPN,175,0,0,,33
Wesley,BRA,2105,4,4,,22
Wesley Fofana,FRA,1105,0,0,,25
Wesley Saïd,FRA,1604,10,9,,30
Weston McKennie,USA,2030,4,4,,27
Wilfried Gnonto,ITA,387,0,0,,22
Will Hughes,ENG,1242,0,0,,30
Willem Geubbels,FRA,698,3,2,,24
Willi Orban,HUN,2229,1,1,,33
William Bøving,DEN,202,0,0,,23
William Mikelbrencis,FRA,859,0,0,,22
William Osula,DEN,280,2,2,,22
William Saliba,FRA,1984,1,1,,24
Willian Pacho,ECU,1464,0,0,,24
Williot Swedberg,SWE,855,3,3,,22
Wilson Isidor,FRA,1068,4,4,,25
Wilson Odobert,FRA,985,0,0,,21
Wisdom Mike,GER,30,0,0,,17
Wladimiro Falcone,ITA,2520,0,0,,30
Wojciech Szczęsny,POL,540,0,0,,35
Wout Faes,BEL,478,0,0,,27
Wouter Burger,NED,1742,4,4,,25
Woyo Coulibaly,MLI,518,0,0,,26
Xaver Schlager,AUT,1302,2,2,,28
Xavi Simons,NED,1628,1,1,,22
Yael Trepy,,54,1,1,,
Yago Santiago,ESP,273,0,0,,22
Yan Couto,BRA,982,1,1,,23
Yan Diomandé,CIV,1716,10,10,,19
Yangel Herrera,VEN,408,0,0,,28
Yanis Zouaoui,ALG,1821,0,0,,31
Yankuba Minteh,GAM,1682,1,1,,21
Yann Aurel Bisseck,GER,1386,2,2,,25
Yann Gboho,FRA,2070,6,6,,25
Yann Sommer,SUI,2340,0,0,,37
Yannick Eduardo,CZE,1,0,0,,20
Yannick Gerhardt,GER,1005,1,1,,31
