player,nation,minutes,goals,npg,npxg,age
Jacob Greaves,ENG,2205,1,1,1.3,23
Jacob Murphy,ENG,2360,8,8,5.7,29
Jacob Ondrejka,SWE,422,5,5,1.3,21
Jacob Ramsey,ENG,1623,1,1,1.6,23
Jacobo Ramón,ESP,204,1,1,0.2,19
Jacopo Bacci,ITA,31,0,0,0.0,19
Jacopo Fazzini,ITA,1383,4,4,3.1,21
Jacopo Seghetti,ITA,90,0,0,0.0,19
Jacques Ekomie,GAB,697,0,0,0.0,20
Jaden Philogene Bidace,ENG,806,2,2,2.5,22
Jadon Sancho,ENG,1764,3,3,2.2,24
Jahmai Simpson-Pusey,ENG,96,0,0,0.0,18
Jailson Siqueira,BRA,614,0,0,0.1,28
Jaime Mata,ESP,656,0,0,2.6,35
Jaka Bijol,SVN,2963,1,1,2.0,25
Jake Evans,,24,0,0,0.0,
Jake O'Brien,IRL,1571,2,2,0.8,23
Jakov Medić,CRO,1603,1,1,0.9,25
Jakub Kamiński,POL,1130,0,0,0.9,22
Jakub Kiwior,POL,1122,1,1,0.2,24
Jakub Moder,POL,11,0,0,0.0,25
Jakub Stolarczyk,POL,900,0,0,0.0,23
Jamal Musiala,GER,1798,12,12,9.3,21
James Abankwah,IRL,88,0,0,0.1,20
James Bree,ENG,1075,0,0,0.1,26
James Garner,ENG,1594,0,0,0.7,23
James Hill,ENG,448,0,0,0.3,22
James Justin,ENG,2912,2,2,1.5,26
James Maddison,ENG,1809,9,9,5.8,27
James Mcatee,ENG,349,3,3,2.8,21
James Milner,ENG,170,0,0,0.2,38
James Rodríguez,COL,140,0,0,0.3,33
James Sands,USA,453,0,0,0.1,24
James Tarkowski,ENG,2922,1,1,1.3,31
James Ward-Prowse,ENG,1439,1,1,1.7000000000000002,29
Jamie Gittens,ENG,1776,8,8,3.6,19
Jamie Leweling,GER,1663,2,2,1.6,23
Jamie Vardy,ENG,2823,9,8,9.6,37
Jan Bednarek,POL,2531,2,2,0.7,28
Jan Oblak,SVN,3240,0,0,0.0,31
Jan Paul van Hecke,NED,2958,1,1,1.3,24
Jan Salas,ESP,43,0,0,0.1,18
Jan Schöppner,GER,2681,4,4,3.9,25
Jan-Niklas Beste,GER,212,0,0,0.9,25
Janik Haberer,GER,1696,0,0,0.7,30
Jann-Fiete Arp,GER,713,2,1,2.2,24
Jannik Vestergaard,DEN,1391,0,0,0.1,31
Jarell Quansah,ENG,495,0,0,0.1,21
Jarrad Branthwaite,ENG,2511,0,0,1.2,22
Jarrod Bowen,ENG,2973,13,12,7.8,27
Jarzinho Malanga,GER,2,0,0,0.0,18
Jason Steele,ENG,180,0,0,0.0,33
Jasper Cillessen,NED,2335,0,0,0.0,35
Javi Galán,ESP,1784,0,0,0.2,29
Javi Hernández,ESP,2389,2,2,0.8,26
Javi López,ESP,1936,0,0,0.1,22
Javi Martínez,ESP,6,0,0,0.0,24
Javi Martón,ESP,53,0,0,0.0,25
Javi Puado,ESP,2974,12,7,7.7,26
Javi Rodríguez,ESP,2514,3,3,2.3,21
Javi Sánchez,ESP,2026,2,2,0.5,27
Javier Guerra,ESP,2581,3,3,2.2,21
Javier Llabrés,ESP,57,0,0,0.0,21
Javier Manquillo,ESP,515,0,0,0.0,30
Javier Muñoz,ESP,2588,1,1,1.3,29
Jay Idzes,IDN,3127,1,1,1.8,24
Jay Robinson,ENG,137,0,0,0.0,17
Jay Stansfield,ENG,1,0,0,0.0,21
Jaydee Canvot,FRA,1106,0,0,0.2,18
Jayden Danns,ENG,11,0,0,0.0,18
Jayden Meghoma,ENG,5,0,0,0.0,18
Jean Butez,FRA,1666,0,0,0.0,29
Jean Mattéo Bahoya,FRA,921,2,2,1.9,19
Jean Onana,CMR,304,0,0,0.0,24
Jean-Charles Castelletto,CMR,2620,0,0,1.8,29
Jean-Clair Todibo,FRA,1825,0,0,0.4,24
Jean-Daniel Akpa-Akpro,CIV,966,0,0,0.3,31
Jean-Eudes Aholou,CIV,1959,2,2,1.8,30
Jean-Kevin Duverne,HAI,537,0,0,0.3,27
Jean-Philippe Gbamin,CIV,216,0,0,0.5,28
Jean-Philippe Mateta,FRA,2648,14,12,11.9,27
Jean-Ricner Bellegarde,HAI,1677,2,2,1.5,26
Jeanuël Belocian,FRA,68,0,0,0.0,19
Jeff Ekhator,ITA,769,1,1,1.3,17
Jefferson Lerma,COL,2274,0,0,1.1,29
Jeffrey Gouweleeuw,NED,2944,1,1,0.9,33
Jeffrey Schlupp,GHA,103,0,0,0.2,31
Jens Cajuste,SWE,1959,1,1,0.7,24
Jens Odgaard,DEN,1952,6,6,3.6,25
Jens Stage,DEN,2204,10,10,7.2,27
Jeong Woo-yeong,KOR,1263,3,3,2.8,24
Jeremie Boga,CIV,1054,1,1,2.3,27
Jeremie Frimpong,NED,2314,5,5,4.1,23
Jeremy Agbonifo,SWE,300,1,1,0.7,18
Jeremy Doku,BEL,1516,3,3,1.3,22
Jeremy Monga,,112,0,0,0.2,15
Jeremy Sarmiento,ECU,9,0,0,0.0,22
Jesper Karlsson,SWE,793,2,1,1.4,26
Jesper Karlström,SWE,3186,0,0,0.7,29
Jesper Lindstrøm,DEN,1239,0,0,2.1,24
Jesse Joronen,FIN,703,0,0,0.0,31
Jesus Rodríguez,ESP,1111,2,2,2.3,18
Jesus Vazquez,ESP,919,0,0,0.1,21
Jesús Areso,ESP,3079,0,0,0.2,25
Jesús Navas,ESP,424,1,1,0.5,38
Jesús Owono,EQG,487,0,0,0.0,23
Jesús Vallejo,ESP,138,0,0,0.0,27
Jhoanner Chávez,ECU,596,1,1,0.3,22
Jhon Lucumí,COL,2614,0,0,0.6,26
Jhon Solis,COL,535,1,1,0.7,19
Jibril Othman,TUN,5,0,0,0.0,20
Jim Allevinah,GAB,1750,1,1,4.2,29
Joachim Andersen,DEN,2673,0,0,1.0,28
Joachim Kayi Sanda,FRA,14,0,0,0.0,17
Joakim Mæhle,DEN,2188,3,3,2.0,27
Joan García,ESP,3420,0,0,0.1,23
Joan Jordán,ESP,1414,5,2,1.6,30
Joaquín Correa,ARG,731,2,2,2.1,29
Joe Aribo,NGA,2013,3,3,2.7,28
Joe Gomez,ENG,519,0,0,0.3,27
Joe Lumley,ENG,270,0,0,0.0,29
Joe Scally,USA,2578,0,0,0.4,21
Joe Willock,ENG,1086,0,0,1.6,24
Joel Pohjanpalo,FIN,1603,6,3,4.3,29
Joel Ward,ENG,71,0,0,0.0,34
Joelinton,BRA,2393,4,4,3.9,27
Jofre,ESP,2165,3,3,2.5,23
Johan Manzambi,SUI,335,2,2,1.3,18
Johan Mojica,COL,2755,1,1,0.9,31
Johan Vásquez,MEX,3041,3,3,2.4,25
Johann Lepenant,FRA,2048,2,2,1.4,21
Johannes Eggestein,GER,1853,3,2,3.1,26
John Joe,IRL,593,0,0,0.30000000000000004,20
John McGinn,SCO,2223,1,1,2.8,29
John Stones,ENG,548,2,2,0.4,30
John Tolkin,USA,737,0,0,0.1,22
John Yeboah,ECU,1226,1,1,3.0,24
Johnny Cardoso,USA,2144,3,3,2.0,22
Jon Aramburu,VEN,2460,1,1,0.4,22
Jon Guridi,ESP,2080,3,2,3.4,29
Jon Magunazelaia,ESP,7,0,0,0.0,23
Jon Martin,ESP,904,0,0,0.6,18
Jon Moncayola,ESP,2099,0,0,1.6,26
Jon Pacheco,ESP,854,0,0,0.1,23
Jonah Kusi-Asare,SWE,3,0,0,0.0,17
Jonas Föhrenbach,GER,1832,0,0,0.3,28
Jonas Hofmann,GER,356,2,2,1.0,32
Jonas Martin,FRA,496,1,1,0.4,34
Jonas Omlin,SUI,978,0,0,0.0,30
Jonas Rouhi,SWE,210,0,0,0.0,20
Jonas Urbig,GER,720,0,0,0.0,20
Jonas Wind,DEN,1966,9,8,4.0,25
Jonathan Bamba,CIV,811,0,0,0.8,28
Jonathan Burkardt,GER,2109,18,16,13.2,24
Jonathan Clauss,FRA,2303,3,3,2.2,31
Jonathan David,CAN,2554,16,10,10.7,24
Jonathan Gradit,FRA,2112,0,0,0.8,31
Jonathan Ikone,FRA,874,2,2,2.6,26
Jonathan Rowe,ENG,807,3,3,3.5,21
Jonathan Tah,GER,2970,3,3,1.1,28
Jonny Evans,NIR,315,0,0,0.1,36
Jordan Amavi,FRA,790,0,0,0.3,30
Jordan Ayew,GHA,1659,5,4,2.9,32
Jordan Ferri,FRA,1773,0,0,0.4,32
Jordan James,WAL,1178,0,0,0.9,20
Jordan Lefort,FRA,3060,0,0,0.6,30
Jordan Lotomba,SUI,35,0,0,0.0,25
Jordan Pefok,USA,1288,1,1,4.1000000000000005,28
Jordan Pickford,ENG,3420,0,0,0.0,30
Jordan Teze,NED,569,1,1,1.2,24
Jordan Veretout,FRA,1553,2,2,1.9,31
Jordan Zemura,ZIM,1415,1,1,1.0,24
Jordy Makengo,FRA,745,0,0,0.0,22
Jorge Cuenca,ESP,351,0,0,0.0,24
Jorge Herrando,ESP,1366,1,1,1.2,23
Jorge Sáenz,ESP,1690,1,1,1.3,27
Jorge de Frutos,ESP,2495,6,6,6.3,27
Jorginho,ITA,704,0,0,0.1,32
Joris Chotard,FRA,1892,1,1,1.3,22
Josep Martinez,ESP,450,0,0,0.0,26
Joseph Aidoo,GHA,585,0,0,0.0,28
Joseph Okumu,KEN,1695,1,1,1.0,27
Josha Vagnoman,GER,1834,1,1,1.5,23
Joshua Acheampong,ENG,170,0,0,0.2,18
Joshua Kimmich,GER,2847,3,3,1.8,29
Joshua King,ENG,130,0,0,0.3,17
Joshua King,NOR,1673,6,6,6.6,32
Joshua Zirkzee,NED,1402,3,3,4.8,23
Josip Juranović,CRO,1159,0,0,0.3,28
Josip Stanišić,CRO,876,0,0,0.3,24
Josué Casimir,HAI,1997,4,4,3.3,22
José Arnaiz,ESP,133,0,0,0.3,29
José Campaña,ESP,1189,0,0,0.1,31
José Carlos González,ESP,11,0,0,0.0,18
José Gragera,ESP,569,0,0,0.0,23
José Luis García Vayá,ESP,1742,2,0,0.5,25
José Luis Gayà,ESP,1803,0,0,1.0,29
José Luis Palomino,ARG,1081,1,1,0.5,34
José María Giménez,URU,1999,0,0,0.4,29
José Sá,POR,2609,0,0,0.0,31
Jota,POR,334,1,1,1.3,25
Jota Silva,POR,854,3,3,2.1,24
João Félix,POR,1129,3,3,4.9,24
João Gomes,BRA,2974,3,3,2.9,23
João Neves,POR,1844,3,3,3.0,19
João Palhinha,POR,673,0,0,0.7,29
João Pedro,BRA,1948,10,5,5.0,22
Joël Schingtienne,BEL,1122,0,0,0.0,21
Joël Veltman,NED,1697,0,0,0.5,32
Joško Gvardiol,CRO,3277,5,5,4.3,22
Juan Bernat,ESP,911,0,0,0.4,31
Juan Berrocal,ESP,1063,0,0,0.4,25
Juan Cruz,ESP,2257,5,5,2.7,24
Juan Cruz Armada,ESP,1492,0,0,0.1,32
Juan Cuadrado,COL,832,0,0,0.9,36
Juan David Cabal,COL,460,0,0,0.1,23
Juan Foyth,ARG,1517,1,1,2.4,26
Juan Herzog,ESP,1315,0,0,0.9,21
Juan Jesus,BRA,1074,0,0,0.3,33
Juan Miranda,ESP,2277,0,0,0.7,24
Juan Musso,ARG,270,0,0,0.0,30
Juan Soriano,ESP,540,0,0,0.0,26
Juanlu Sánchez,ESP,1722,4,4,2.1,20
Juanmi,ESP,940,0,0,3.5999999999999996,31
Juanmi Latasa,ESP,1398,3,3,4.2,23
Juanpe,ESP,727,0,0,0.1,33
Jubal,BRA,2640,6,3,2.0,30
Jude Bellingham,ENG,2488,9,8,9.9,21
Julen Agirrezabala,ESP,1206,0,0,0.0,23
Jules Koundé,FRA,2605,2,2,1.8,25
Julian Araujo,MEX,497,0,0,0.0,22
Julian Brandt,GER,2303,5,5,4.8,28
Julian Chabot,GER,2269,3,3,1.8,26
Julian Niehues,GER,154,0,0,0.2,23
Julian Ryerson,NOR,2259,2,2,0.7,26
Julian Weigl,GER,2881,0,0,0.7,28
Julien Duranville,BEL,283,0,0,0.2,18
Julien Le Cardinal,FRA,1378,0,0,0.4,26
Julio Enciso,PAR,1163,2,2,2.7,20
Julio Soler,ARG,11,0,0,0.0,19
Julián Chicco,ARG,302,0,0,0.5,26
Julián Malatini,ARG,454,1,1,0.2,23
Julián Álvarez,ARG,2509,17,13,11.0,24
Junior Adamu,AUT,1545,2,2,5.5,23
Junior Ajayi,CIV,13,0,0,0.0,19
Junior Dina Ebimbe,FRA,293,0,0,0.9,23
Junior Messias,BRA,847,1,1,1.4,33
Junior Mwanga,FRA,1248,1,1,1.3,21
Junior Ndiaye,FRA,441,0,0,0.5,19
Junior Sambia,FRA,387,0,0,0.4,27
Junya Ito,JPN,2690,4,4,4.6,31
Jurgen Ekkelenkamp,NED,1892,3,3,2.8,24
Jurriën Timber,NED,2417,1,1,1.2,23
Justin Bourgault,FRA,122,1,1,0.1,18
Justin Devenny,NIR,507,1,1,0.8,20
Justin Diehl,GER,104,1,1,1.0,19
Justin Kluivert,NED,2340,12,6,5.6,25
Justin Njinmah,GER,952,3,3,3.7,23
Justin Smith,CAN,209,0,0,0.0,21
Justin-Noël Kalumba,FRA,31,0,0,0.0,19
Jáder Durán,COL,638,7,7,4.9,20
Jérémy Jacquet,FRA,927,0,0,0.8,19
Jérémy Le Douaron,FRA,102,0,0,0.2,26
Jérémy Sebas,MTQ,190,0,0,0.7,21
Jérôme Roussillon,FRA,136,0,0,0.1,31
Jørgen Strand Larsen,NOR,2587,14,14,10.3,24
Kacper Koscierski,GER,7,0,0,0.0,17
Kacper Urbanski,POL,747,1,1,0.4,19
Kaelan Casey,ENG,1,0,0,0.0,19
Kai Havertz,GER,1875,9,9,9.5,25
Kaishu Sano,JPN,3043,0,0,0.9,23
Kalvin Phillips,ENG,1237,0,0,0.4,28
Kamaldeen Sulemana,GHA,1402,1,1,1.5,22
Kamil Grabara,POL,2585,0,0,0.0,25
Kamory Doumbia,MLI,1322,3,3,2.7,21
Kandet Diawara,GUI,4,0,0,0.0,24
Kaoru Mitoma,JPN,2603,10,10,9.2,27
Karim Adeyemi,GER,1433,7,7,5.5,22
Karim Onisiwo,AUT,110,0,0,0.1,32
Karl Etta Eyong,CMR,37,1,1,0.4,20
Karl Jakob Hein,EST,2790,0,0,0.0,22
Karl-Johan Johnsson,SWE,270,0,0,0.0,34
Karol Fila,POL,5,0,0,0.0,26
Karol Linetty,POL,1540,1,1,1.1,29
Karol Mets,EST,900,0,0,0.1,31
Kasey McAteer,IRL,852,1,1,1.0,22
Kassoum Ouattara,FRA,391,0,0,0.2,19
Kauã Santos,BRA,765,0,0,0.0,21
Kazeem Olaigbe,BEL,299,0,0,0.3,21
Keane Lewis-Potter,ENG,3093,1,1,3.1,23
Keinan Davis,ENG,1066,2,2,2.9,26
Keita Baldé,SEN,638,2,2,1.1,29
Keito Nakamura,JPN,2649,11,11,9.1,24
Keke Topp,GER,252,2,2,1.0,20
Kelechi Iheanacho,NGA,400,0,0,1.5,27
Kelvin Amian,FRA,2165,1,1,1.0,26
Kembo Diliwidi,FRA,4,0,0,0.0,18
Kenan Yıldız,TUR,2402,7,7,4.3,19
Kenedy,BRA,9,0,0,0.0,28
Kenny Lala,MAD,2686,3,0,0.6,32
Kenny Tete,NED,1774,0,0,1.4,28
Kepa Arrizabalaga,ESP,2790,0,0,0.1,29
Keven Schlotterbeck,GER,1297,3,3,0.8,27
Kevin Akpoguma,NGA,2220,0,0,0.1,29
Kevin Behrens,GER,170,1,1,2.3,33
Kevin Bonifazi,ITA,65,0,0,0.0,28
Kevin Danso,AUT,1922,0,0,0.9,25
Kevin De Bruyne,BEL,1702,4,4,5.1,33
Kevin Kampl,SVN,1593,1,1,0.8,33
Kevin Martins,ITA,183,0,0,0.0,19
Kevin Müller,GER,2939,0,0,0.0,33
Kevin Paredes,USA,123,0,0,0.4,21
Kevin Schade,GER,2293,11,11,8.2,22
Kevin Stöger,AUT,1551,3,1,2.3,30
Kevin Trapp,GER,2295,0,0,0.0,34
Kevin Vogt,GER,1367,1,0,0.0,32
Kevin Volland,GER,61,0,0,0.0,32
Kevin Zeroli,ITA,407,0,0,0.8,19
Keyliane Abdallah,FRA,3,0,0,0.0,18
Khalil Fayad,FRA,1028,0,0,1.3,20
Khvicha Kvaratskhelia,GEO,2094,9,8,6.699999999999999,23
Khéphren Thuram,FRA,2326,4,4,3.5,23
Ki-Jana Hoever,NED,2124,1,1,0.5,22
Kialonda,ANG,2144,0,0,1.1,26
Kieran Tierney,SCO,259,1,1,0.4,27
Kieran Trippier,ENG,1309,0,0,0.1,33
Kiernan Dewsbury-Hall,ENG,264,0,0,0.2,25
Kike Barja,ESP,315,0,0,0.2,27
Kike Pérez,ESP,2305,3,3,3.0,27
Kike Salas,ESP,2238,3,3,1.9,22
Kiko Femenía,ESP,2227,0,0,0.4,33
Kiké,ESP,2542,13,10,7.2,34
Kilian Fischer,GER,2297,1,1,0.3,23
Kiliann Sildillia,FRA,801,2,2,0.5,22
Kim Jisoo,KOR,30,0,0,0.0,19
Kim Min-jae,KOR,2283,2,2,1.6,27
Kim Minsu,KOR,22,0,0,0.0,18
Kingsley Coman,FRA,1282,5,5,4.3,28
Kingsley Ehizibue,NED,2498,0,0,1.2,29
Kingstone Mutandwa,ZAM,127,0,0,0.4,21
Kirian Rodríguez,ESP,1758,0,0,1.6,28
Kjell-Arik Wätjen,GER,16,0,0,0.0,18
Kjetil Haug,NOR,498,0,0,0.0,26
Ko Itakura,JPN,2790,3,3,1.6,27
Kobbie Mainoo,ENG,1651,0,0,0.7,19
Koji Miyoshi,JPN,464,1,1,1.1,27
Koka,EGY,851,3,2,4.2,31
Koke,ESP,1926,1,1,1.1,32
Konan N'dri,CIV,306,0,0,0.5,23
Koni De Winter,BEL,2135,3,3,2.1,22
Konrad Laimer,AUT,1699,2,2,2.1,27
Konstantinos Koulierakis,GRE,2468,0,0,1.0,20
Konstantinos Mavropanos,GRE,2045,0,0,1.5,26
Kosta Nedeljković,SRB,605,0,0,0.5,18
Kostas Tsimikas,GRE,837,0,0,0.4,28
Kristijan Jakić,CRO,2306,0,0,0.8,27
Kristjan Asllani,ALB,988,2,0,0.9,22
Kristoffer Ajer,NOR,1438,0,0,1.0,26
Krépin Diatta,SEN,508,0,0,0.2,25
Kyle Walker,ENG,1629,0,0,0.1,34
Kyle Walker-Peters,ENG,2918,0,0,0.8,27
Kylian Mbappé,FRA,2907,31,24,18.6,25
Kyllian Antonio,FRA,139,0,0,0.1,16
Kyogo Furuhashi,JPN,123,0,0,0.1,29
Kévin Danois,FRA,1460,0,0,1.5,20
Kévin Pedro,FRA,10,0,0,0.0,18
Ladislav Krejčí,CZE,2440,2,2,1.7,25
Lamare Bogarde,NED,476,0,0,0.0,20
Lameck Banda,ZAM,610,0,0,1.2,23
Lamine Camara,SEN,2054,2,2,2.3,20
Lamine Fomba,FRA,217,0,0,0.0,26
Lamine Yamal,ESP,2856,9,9,9.8,17
Lanroy Machine,FRA,8,0,0,0.1,18
Lars Ritzka,GER,922,1,1,0.4,26
Lassana Coulibaly,MLI,2667,1,1,0.8,28
Lasse Rieß,GER,180,0,0,0.0,23
Lasse Rosenboom,GER,1734,2,2,1.9,22
Lassine Sinayoko,MLI,2299,5,4,5.7,24
Lasso Coulibaly,CIV,45,1,1,0.3,21
Lautaro Gianetti,ARG,878,1,1,0.0,30
Lautaro Martínez,ARG,2564,12,12,13.5,26
Lautaro Valenti,ARG,1556,1,1,0.2,25
Lazar Samardzic,SRB,1169,2,2,2.0,22
Leandro Antonetti,PUR,28,0,0,0.1,21
Leandro Cabrera,URU,2869,4,4,1.1,33
Leandro Chichizola,ARG,90,0,0,0.0,34
Leandro Paredes,ARG,1373,3,1,0.7,30
Leandro Trossard,BEL,2546,8,8,7.2,29
Lee Jae-sung,KOR,2650,7,7,5.3,31
Lee Kang-in,KOR,1663,6,6,3.5,23
Leif Davis,ENG,2743,1,1,1.0,24
Lennard Maloney,USA,786,0,0,0.3,24
Leny Yoro,FRA,1165,0,0,0.7,18
Leo Román,ESP,630,0,0,0.0,24
Leo Skiri Østigård,NOR,2154,1,1,1.0,24
Leon Bailey,JAM,1139,1,1,1.7,26
Leon Goretzka,GER,1325,4,4,2.8,29
Leonardo Balerdi,ARG,2273,0,0,0.9,25
Leonardo Bittencourt,GER,982,2,2,1.6,30
Leonardo Pavoletti,ITA,445,2,2,2.7,35
Leonardo Spinazzola,ITA,1517,1,1,0.7,31
Leonidas Stergiou,SUI,852,1,1,1.1,22
Leopold Querfeld,AUT,1747,2,2,1.1,20
Leroy Sané,GER,1637,11,11,10.2,28
Lesley Ugochukwu,FRA,1655,1,1,0.9,20
Levi Colwill,ENG,3149,2,2,1.9,21
Lewis Cook,ENG,2978,1,1,0.9,27
Lewis Dunk,ENG,2083,0,0,0.8,32
Lewis Ferguson,SCO,983,1,0,0.2,24
Lewis Hall,ENG,2189,0,0,0.4,19
Lewis Holtby,GER,1238,0,0,0.5,33
Lewis Miley,ENG,313,1,1,0.5,18
Lewis Orford,ENG,49,0,0,0.0,18
Liam Delap,ENG,2593,12,10,7.8,21
Liam Henderson,SCO,2337,0,0,0.7,28
Liberato Cacace,NZL,2230,2,2,2.6,23
Lilian Brassier,FRA,2013,1,1,1.7,24
Lilian Raolisoa,FRA,1318,0,0,0.7,24
Lior Kasa,ISR,230,0,0,1.1,18
Lisandro Martínez,ARG,1751,2,2,1.3,26
Lloyd Kelly,ENG,1316,0,0,0.8,25
Logan Costa,CPV,2677,2,2,0.7,23
Lois Diony,FRA,21,0,0,0.0,31
Lorenz Assignon,TOG,2357,3,3,2.2,24
Lorenzo Aguado,ESP,5,0,0,0.0,21
Lorenzo Anghelè,ITA,6,0,0,0.0,19
Lorenzo Colombo,ITA,2233,6,5,5.1,22
Lorenzo De Silvestri,ITA,1060,1,1,0.8,36
Lorenzo Lucca,ITA,2353,12,11,6.8,23
Lorenzo Montipò,ITA,3240,0,0,0.0,28
Lorenzo Pellegrini,ITA,1626,2,1,3.9,28
Lorenzo Tosto,ITA,1,0,0,0.0,18
Lorenzo Venturino,ITA,167,2,2,0.7,18
Louis Leroux,FRA,816,2,2,1.5,18
Louis Mouton,FRA,1045,0,0,1.3,22
Loum Tchaouna,FRA,660,1,1,2.5,20
Lovro Majer,CRO,304,2,1,0.6,26
Loïc Bade,FRA,2686,1,1,0.6,24
Loïc N'Gatta,FRA,13,0,0,0.0,20
Loïc Nego,HUN,2459,0,0,0.8,33
Loïs Openda,BEL,2453,9,9,8.2,24
Luca Caldirola,ITA,876,0,0,0.3,33
Luca Jaquez,SUI,253,0,0,0.2,21
Luca Kerber,GER,783,2,2,0.6,22
Luca Marianucci,ITA,1069,0,0,0.6,20
Luca Mazzitelli,ITA,335,1,1,0.2,28
Luca Netz,GER,969,0,0,0.2,21
Luca Pellegrini,ITA,1067,0,0,0.7,25
Luca Philipp,GER,540,0,0,0.0,23
Luca Ranieri,ITA,3071,1,1,1.1,25
Luca de la Torre,USA,4,0,0,0.0,26
Lucas Beltrán,ARG,1953,5,3,3.1,23
Lucas Beraldo,BRA,2011,1,1,0.9,20
Lucas Bergvall,SWE,1212,0,0,0.7,18
Lucas Chevalier,FRA,3060,0,0,0.0,22
Lucas Da Cunha,FRA,2613,3,3,2.0,23
Lucas Digne,FRA,2351,0,0,0.8,31
Lucas Gourna-Douath,FRA,229,0,0,0.1,20
Lucas Hernández,FRA,877,0,0,0.0,28
Lucas Höler,GER,1867,6,6,6.9,30
Lucas Martínez Quarta,ARG,351,1,1,0.7,28
Lucas Michal,FRA,117,0,0,0.2,19
Lucas Mincarelli,FRA,715,1,1,0.6,20
Lucas Ocampos,ARG,175,0,0,0.2,30
Lucas Oliveira Rosa,BRA,1890,0,0,0.9,24
Lucas Paquetá,BRA,2380,4,2,3.7,26
Lucas Perri,BRA,2970,0,0,0.0,26
Lucas Stassin,BEL,1887,12,12,7.0,19
Lucas Torró,ESP,2957,3,3,2.3,30
Lucas Tousart,FRA,561,0,0,0.4,27
Lucas Vázquez,ESP,2189,1,1,1.4,33
Lucien Agoume,FRA,2114,1,1,0.9,22
Luck Zogbé,CIV,638,0,0,0.3,19
Ludovic Ajorque,FRA,2495,13,13,9.6,30
Ludovic Blas,FRA,2293,6,6,5.0,26
Luis Díaz,COL,2399,13,13,12.0,27
Luis Guilherme,BRA,150,0,0,0.4,18
Luis Henrique,BRA,2613,7,7,4.2,22
Luis Milla,ESP,2875,1,0,1.0,29
Luis Pérez,ESP,2558,0,0,0.2,29
Luis Rioja,ESP,2854,5,3,1.7,30
Luis Sinisterra,COL,236,1,1,1.2,25
Luiz Felipe,ITA,122,0,0,0.0,27
Luiz Lúcio Reis Júnior,BRA,1458,0,0,0.0,23
Luka Jović,SRB,557,2,2,2.4,26
Luka Modrić,CRO,1827,2,2,1.6,38
Luka Romero,ARG,199,0,0,0.0,19
Luka Sučić,CRO,1792,1,1,3.3,21
Luka Topalović,SVN,11,0,0,0.0,18
Lukas Daschner,GER,412,1,1,1.9,25
Lukas Klostermann,GER,1838,1,1,0.3,28
Lukas Kübler,GER,1842,5,5,2.7,31
Lukas Nmecha,GER,467,3,3,4.5,25
Lukas Ullrich,GER,1903,1,1,0.9,20
Luke Shaw,ENG,349,0,0,0.0,29
Luke Thomas,ENG,1110,0,0,0.4,23
Luke Woolfenden,ENG,1187,0,0,0.0,25
Luken Beitia,ESP,8,0,0,0.0,20
Lukáš Hrádecký,FIN,2610,0,0,0.0,34
Lutsharel Geertruida,NED,1557,1,1,1.1,24
László Bénes,SVK,589,2,2,0.9,26
Léo Pétrot,FRA,2634,0,0,0.6,27
Léo Scienza,BRA,1153,3,3,2.0,25
M'Bala Nzola,ANG,1460,6,6,8.6,27
Maarten Vandevoordt,BEL,429,0,0,0.0,22
Maat Daniel Caprini,ITA,8,0,0,0.0,18
Mads Hermansen,DEN,2385,0,0,0.0,24
Mads Pedersen,DEN,235,0,0,0.1,27
Mads Roerslev,DEN,1399,0,0,0.2,25
Maduka Okoye,NGA,2250,0,0,0.0,24
Maghnes Akliouche,FRA,2406,5,4,8.4,22
Magnus Knudsen,NOR,1850,0,0,0.7,23
Magnus Kofod Andersen,DEN,695,1,1,0.3,25
Mahamadou Diawara,FRA,598,0,0,0.4,19
Mahamadou Nagida,CMR,430,2,2,1.5,19
Mahdi Camara,FRA,2659,5,5,4.1,26
Mahmoud Dahoud,GER,364,1,1,0.5,28
Malang Sarr,FRA,1385,0,0,0.3,25
Malcolm Jeng,SWE,107,0,0,0.0,19
Malick Fofana,BEL,1589,5,5,3.8,19
Malick Thiaw,GER,1806,0,0,0.6,22
Malo Gusto,FRA,1862,0,0,1.7,21
Mama Samba Baldé,GNB,1182,2,2,3.1,28
Mamadou Coulibaly,FRA,8,0,0,0.1,20
Mamadou Diakhon,FRA,858,2,2,1.0,18
Mamadou Sarr,FRA,2365,0,0,0.8,18
Mamadou Sylla,SEN,1583,5,1,2.0,30
Mandela Keita,BEL,1826,0,0,0.1,22
Manolis Saliakas,GRE,2314,2,2,1.5,27
Manu Bueno,ESP,140,1,1,0.1,20
Manu Koné,FRA,2572,2,2,3.4,23
Manu Morlanes,ESP,1338,0,0,0.6,25
Manu Sánchez,ESP,2634,1,1,1.7,23
Manuel Akanji,SUI,2014,0,0,1.6,29
Manuel Fuster,ESP,1003,2,2,0.7,26
Manuel Lazzari,ITA,1406,0,0,0.1,30
Manuel Locatelli,ITA,2822,2,1,1.0,26
Manuel Neuer,GER,1980,0,0,0.0,38
Manuel Ugarte,URU,1785,1,1,1.0,23
Marash Kumbulla,ALB,2972,3,3,1.8,24
Marc Bartra,ESP,2099,2,2,1.2,33
Marc Bernal,ESP,242,0,0,0.1,17
Marc Cardona,ESP,132,0,0,0.4,29
Marc Casado,ESP,1611,1,1,1.1,20
