player,nation,minutes,goals,npg,npxg,age
Julian Pollersbeck,GER,900,0,0,,22
Julian Schieber,GER,56,0,0,,28
Julian Schuster,GER,1308,0,0,,32
Julian Weigl,GER,1944,1,1,,21
Julien Féret,FRA,3060,0,0,,35
Julien Ielsch,FRA,616,0,0,,34
Julien Ngoy,BEL,20,0,0,,19
Julien Serrano,FRA,280,0,0,,19
Julio Gracia,ESP,23,0,0,,19
Julio Villalba,PAR,8,0,0,,18
Julián Speroni,ARG,990,0,0,,38
Junior Firpo,DOM,1189,2,2,,20
Junior Sambia,FRA,1543,1,1,,20
Junior Stanislas,ENG,1286,5,4,,27
Jérémie Porsan-Clémenté,MTQ,89,0,0,,19
Jérémy Blayac,FRA,917,3,3,,34
Jérémy Cordoval,GLP,919,0,0,,27
Jérémy Grimm,FRA,808,1,1,,30
Jérémy Gélin,FRA,2315,0,0,,20
Jérémy Morel,MAD,2916,0,0,,33
Jérémy Pied,FRA,180,0,0,,28
Jérémy Sorbon,FRA,2610,0,0,,33
Jérémy Toulalan,FRA,1890,0,0,,33
Jérôme Boateng,GER,1640,1,1,,28
Jérôme Gondorf,GER,797,1,1,,29
Jérôme Prior,FRA,180,0,0,,21
Jérôme Roussillon,FRA,1880,3,3,,24
Jóhann Berg Guðmundsson,ISL,2833,2,2,,26
Júlio Tavares,CPV,2055,12,9,,28
Júnior Alonso,PAR,2781,2,2,,24
Jürgen Locadia,CUW,224,1,1,,23
Kader Mangane,SEN,1718,1,1,,34
Kai Havertz,GER,2144,3,3,,18
Kalidou Koulibaly,SEN,3066,5,5,,26
Kalifa Coulibaly,MLI,341,1,1,,25
Kamil Glik,POL,3240,3,3,,29
Karamoko Cissé,GUI,14,0,0,,28
Karim Azamoum,FRA,2251,1,1,,27
Karim Bellarabi,GER,1146,1,1,,27
Karim Benzema,FRA,2150,5,3,,29
Karim Guédé,SVK,60,0,0,,32
Karim Onisiwo,AUT,256,0,0,,25
Karim Rekik,NED,2302,2,2,,22
Karl Darlow,WAL,900,0,0,,26
Karl Toko Ekambi,CMR,3040,17,14,,24
Karl-Johan Johnsson,SWE,3420,0,0,,27
Karol Linetty,POL,2139,3,3,,22
Kasey Palmer,JAM,170,0,0,,20
Kasper Schmeichel,DEN,2965,0,0,,30
Kaylen Hinds,ENG,90,0,0,,19
Keagan Dolly,RSA,881,1,1,,24
Keita Baldé,SEN,1473,8,8,,22
Keko,ESP,1209,0,0,,25
Kelechi Iheanacho,NGA,830,3,3,,20
Kelvin Amian,FRA,3154,1,1,,19
Kenan Karaman,TUR,855,1,1,,23
Kenan Kodro,BIH,232,0,0,,23
Kenedy,BRA,1023,2,2,,21
Kenny Lala,MAD,2723,3,0,,25
Kenny Tete,NED,1608,1,1,,21
Kepa Arrizabalaga,ESP,2700,0,0,,22
Kerem Demirbay,GER,1211,2,1,,24
Kevin Akpoguma,NGA,1690,0,0,,22
Kevin Bonifazi,ITA,408,0,0,,21
Kevin Danso,AUT,1105,2,2,,18
Kevin De Bruyne,BEL,3073,8,8,,26
Kevin Kampl,SVN,2049,1,1,,26
Kevin Lasagna,ITA,2130,12,12,,24
Kevin Long,IRL,1440,1,1,,26
Kevin Mirallas,BEL,138,0,0,,29
Kevin Strootman,NED,2258,1,1,,27
Kevin Trapp,GER,360,0,0,,27
Kevin Vogt,GER,2790,0,0,,25
Kevin Volland,GER,2591,14,14,,25
Kevin Wimmer,AUT,1323,0,0,,24
Kevin-Prince Boateng,GHA,2357,6,6,,30
Keylor Navas,CRC,2430,0,0,,30
Khaled Adénon,BEN,2921,0,0,,32
Khouma Babacar,SEN,1198,6,3,,24
Ki Sung-yueng,KOR,1868,2,2,,28
Kieran Gibbs,ENG,2827,0,0,,27
Kieran Trippier,ENG,1914,0,0,,26
Kiko Casilla,ESP,900,0,0,,30
Kiko Femenía,ESP,1713,1,1,,26
Kiké,ESP,2460,8,8,,27
Kilian Jakob,GER,50,0,0,,19
Kingsley Coman,FRA,1153,3,3,,21
Koen Casteels,BEL,3060,0,0,,25
Koffi Djidji,CIV,2416,0,0,,24
Koke,ESP,2756,4,4,,25
Koke Vegas,ESP,90,0,0,,21
Kolbeinn Sigþórsson,ISL,25,0,0,,27
Konrad Laimer,AUT,1337,0,0,,20
Konstantin Rausch,RUS,925,0,0,,27
Konstantinos Mavropanos,GRE,195,0,0,,19
Koo Ja-cheol,KOR,2046,2,2,,28
Kostas Manolas,GRE,2338,2,2,,26
Kostas Mitroglou,GRE,876,9,9,,29
Kostas Stafylidis,GRE,368,0,0,,23
Kouadio-Yves Dabila,CIV,944,0,0,,20
Kurt Zouma,FRA,2888,1,1,,22
Kwadwo Asamoah,GHA,1568,0,0,,28
Kwasi Okyere Wriedt,GHA,23,0,0,,23
Kwon Chang-hoon,KOR,2137,11,11,,23
Kyle Bartley,ENG,235,0,0,,26
Kyle Naughton,ENG,3030,0,0,,28
Kyle Walker,ENG,2784,0,0,,27
Kyle Walker-Peters,ENG,189,0,0,,20
Kylian Mbappé,FRA,2168,13,13,,18
Kyriakos Papadopoulos,GRE,2610,1,1,,25
Kévin Bérigaud,FRA,271,0,0,,29
Kévin Gameiro,FRA,1125,7,5,,30
Kévin Malcuit,MAR,1817,0,0,,26
Kévin Monnet-Paquet,FRA,1763,2,2,,28
Kévin N'Doram,FRA,721,0,0,,21
Kévin Rimane,GUF,7,0,0,,26
Kévin Rodrigues,POR,1635,1,1,,23
Kévin Soni,CMR,19,0,0,,19
Kévin Théophile-Catherine,FRA,2165,0,0,,27
Kévin Zohi,MLI,1,0,0,,20
Lacina Traoré,CIV,779,0,0,,27
Ladislav Krejčí,CZE,397,0,0,,25
Lamine Sané,SEN,786,1,1,,30
Landry Bonnefoi,FRA,272,0,0,,33
Landry Dimata,BEL,902,0,0,,19
Lars Bender,GER,1595,2,2,,28
Lars Lukas Mai,GER,180,0,0,,17
Lars Stindl,GER,2727,6,6,,28
Lassana Coulibaly,MLI,838,1,1,,21
Lassana Diarra,FRA,606,0,0,,32
Lasse Sørensen,DEN,75,0,0,,17
Laurent Depoitre,BEL,1820,6,6,,28
Laurent Koscielny,FRA,2225,2,2,,31
Layvin Kurzawa,FRA,1704,2,2,,24
Leandro Cabrera,URU,1085,0,0,,26
Leandro Castán,BRA,1141,0,0,,30
Leandro Chichizola,ARG,2430,0,0,,27
Lebo Mothiba,RSA,1184,5,5,,21
Lebogang Phiri,RSA,1032,0,0,,22
Ledian Memushaj,ALB,1258,0,0,,30
Lee Chung-yong,KOR,135,0,0,,29
Lee Grant,ENG,270,0,0,,34
Lee Seung-woo,KOR,358,1,1,,19
Leighton Baines,ENG,1909,2,0,,32
Lemouya Goudiaby,SEN,85,0,0,,20
Leo Dubois,FRA,3021,3,3,,22
Leon Bailey,JAM,2215,9,9,,19
Leon Balogun,NGA,1173,0,0,,29
Leon Britton,ENG,302,0,0,,34
Leon Goretzka,GER,1982,4,3,,22
Leonardo Bittencourt,GER,1613,5,5,,23
Leonardo Bonucci,ITA,3085,2,2,,30
Leonardo Capezzi,ITA,214,0,0,,22
Leonardo Pavoletti,ITA,2719,11,11,,28
Leonardo Spinazzola,ITA,1503,0,0,,24
Leonardo Suárez,ARG,29,0,0,,21
Leonardo Ulloa,ARG,289,1,1,,31
Leroy Fer,NED,1397,1,1,,27
Leroy Sané,GER,2419,10,10,,21
Levi Lumeka,ENG,26,0,0,,18
Levin Öztunalı,GER,1741,0,0,,21
Lewis Cook,ENG,2237,0,0,,20
Lewis Dunk,ENG,3420,1,1,,25
Lewis Holtby,GER,1196,6,6,,26
Liam Rosenior,ENG,164,0,0,,33
Lilian Fournier,FRA,15,0,0,,19
Linton Maina,GER,5,0,0,,18
Lionel Carole,FRA,540,0,0,,26
Lionel Messi,ARG,3000,34,32,,30
Lisandro López,ARG,45,0,0,,27
Lois Diony,FRA,931,0,0,,24
Loren Morón,ESP,1060,7,7,,23
Lorenco Šimić,CRO,318,1,1,,21
Lorenzo Crisetig,ITA,558,0,0,,24
Lorenzo De Silvestri,ITA,2955,5,5,,29
Lorenzo Del Pinto,ITA,760,0,0,,27
Lorenzo Insigne,ITA,3090,8,7,,26
Lorenzo Pellegrini,ITA,1797,3,3,,21
Lorenzo Tonelli,ITA,351,1,1,,27
Lorenzo Venuti,ITA,2390,0,0,,22
Loris Karius,GER,1710,0,0,,24
Loïc Perrin,FRA,2464,0,0,,31
Loïc Puyo,FRA,170,0,0,,28
Loïc Rémy,FRA,1223,8,7,,30
Luca Antei,ITA,592,0,0,,25
Luca Antonelli,ITA,144,0,0,,30
Luca Caldirola,ITA,90,0,0,,26
Luca Ceppitelli,ITA,2227,3,3,,27
Luca Cigarini,ITA,2024,2,2,,31
Luca Crosta,ITA,90,0,0,,19
Luca Garritano,ITA,189,0,0,,23
Luca Mazzitelli,ITA,1017,0,0,,21
Luca Mora,ITA,934,0,0,,29
Luca Rigoni,ITA,1574,2,2,,32
Luca Rizzo,ITA,488,2,2,,25
Luca Rossettini,ITA,2027,0,0,,32
Luca Sparandeo,ITA,32,0,0,,17
Luca Vido,ITA,74,0,0,,20
Luca Waldschmidt,GER,794,1,0,,21
Luca Zidane,ALG,90,0,0,,19
Lucas Alario,ARG,1550,9,8,,24
Lucas Biglia,ARG,2039,1,1,,31
Lucas Boyé,ARG,431,0,0,,21
Lucas Castro,ARG,1985,3,3,,28
Lucas Deaux,FRA,1943,2,2,,28
Lucas Digne,FRA,704,0,0,,24
Lucas Hernández,FRA,2116,0,0,,21
Lucas Höler,GER,906,1,1,,23
Lucas Leiva,BRA,2882,2,2,,30
Lucas Lima,BRA,2657,2,2,,25
Lucas Moura,BRA,286,1,1,,24
Lucas Ocampos,ARG,2038,9,9,,23
Lucas Pérez,ESP,2797,8,5,,28
Lucas Torreira,URU,3180,4,4,,21
Lucas Tousart,FRA,3132,0,0,,20
Lucas Vázquez,ESP,1679,4,4,,26
Luciano Narsingh,NED,625,1,1,,26
Luciano Vietto,ARG,797,2,2,,23
Ludovic Baal,GUF,1159,0,0,,31
Ludovic Blas,FRA,1793,3,3,,19
Ludovic Butelle,FRA,1652,0,0,,34
Ludwig Augustinsson,SWE,2532,1,1,,23
Luigi Sepe,ITA,90,0,0,,26
Luis Alberto,ESP,2669,11,10,,24
Luis Hernández,ESP,3240,0,0,,28
Luis Muriel,COL,1608,7,7,,26
Luis Suárez,URU,2899,25,24,,30
Luisinho,POR,2622,1,1,,32
Luiz Araújo,BRA,2018,5,5,,21
Luiz Felipe,ITA,1168,0,0,,20
Luiz Gustavo,BRA,3019,5,5,,30
Luka Jović,SRB,936,8,8,,19
Luka Milivojević,SRB,3080,10,3,,26
Luka Modrić,CRO,1970,1,1,,31
Lukas Klostermann,GER,2190,1,1,,21
Lukas Klünter,GER,1336,1,1,,21
Lukas Kübler,GER,1151,0,0,,24
Lukas Lerager,DEN,3283,3,3,,24
Lukas Nmecha,GER,16,0,0,,18
Lukas Rupp,GER,1160,3,3,,26
Luke Shaw,ENG,790,0,0,,22
Lukáš Hrádecký,FIN,3060,0,0,,27
Lyanco,BRA,316,0,0,,20
Lys Mousset,FRA,596,2,2,,21
László Bénes,SVK,38,0,0,,19
Léo Baptistão,BRA,2677,8,8,,24
Léo Lacroix,SUI,775,0,0,,25
M'Baye Niang,SEN,1532,4,4,,22
Mahmoud Dahoud,GER,1146,0,0,,21
Makoto Hasebe,JPN,2090,0,0,,33
Maksym Koval,UKR,120,0,0,,24
Malang Sarr,FRA,1322,0,0,,18
Malcom,BRA,2856,12,10,,20
Mamadou Kanouté,SEN,32,0,0,,23
Mamadou Sakho,FRA,1600,1,1,,27
Mamadou Samassa,MLI,1890,0,0,,27
Mame Biram Diouf,SEN,2596,6,6,,29
Mandela Egbo,ENG,11,0,0,,19
Manolo Gabbiadini,ITA,1081,5,4,,25
Manu García,ESP,2439,3,3,,31
Manu Trigueros,ESP,2698,3,2,,25
Manuel Akanji,SUI,904,0,0,,22
Manuel Gulde,GER,1530,1,1,,26
Manuel Iturra,CHI,1583,0,0,,33
Manuel Lanzini,ARG,2042,5,5,,24
Manuel Lazzari,ITA,3116,2,2,,23
Manuel Locatelli,ITA,684,0,0,,19
Manuel Neuer,GER,270,0,0,,31
Manuel Pucciarelli,ITA,1380,2,2,,26
Manuel Schmiedebach,GER,165,0,0,,28
Mapou Yanga-Mbiwa,FRA,128,0,0,,28
Marc Albrighton,ENG,2538,2,2,,27
Marc Bartra,ESP,2227,3,3,,26
Marc Muniesa,ESP,1127,0,0,,25
Marc Navarro,ESP,1109,1,1,,22
Marc Pugh,ENG,985,0,0,,30
Marc Roca,ESP,264,0,0,,20
Marc Stendera,GER,372,0,0,,21
Marc-André ter Stegen,GER,3330,0,0,,25
Marc-Oliver Kempf,GER,901,0,0,,22
Marcel Benger,GER,2,0,0,,19
Marcel Büchel,LIE,1696,0,0,,26
Marcel Halstenberg,GER,1178,2,2,,25
Marcel Heller,GER,1299,0,0,,31
Marcel Risse,GER,1169,1,1,,27
Marcel Sabitzer,AUT,1790,3,3,,23
Marcel Schmelzer,GER,1491,0,0,,29
Marcel Tisserand,COD,1247,0,0,,24
Marcello Gazzola,ITA,739,0,0,,32
Marcello Trotta,ITA,2258,7,5,,24
Marcelo,BRA,5365,5,5,,29
Marcelo Brozović,CRO,1926,4,4,,24
Marcin Kamiński,POL,1138,0,0,,25
Marco Andreolli,ITA,1829,0,0,,31
Marco Asensio,ESP,1844,6,6,,21
Marco Benassi,ITA,2782,5,5,,22
Marco Borriello,ITA,773,1,1,,35
Marco Capuano,ITA,2097,0,0,,25
Marco D'Alessandro,ITA,1043,1,1,,26
Marco Fabián,MEX,422,1,1,,28
Marco Fossati,ITA,1101,0,0,,24
Marco Friedl,AUT,645,0,0,,19
Marco Höger,GER,1674,0,0,,27
Marco Parolo,ITA,2612,4,4,,32
Marco Reus,GER,928,7,7,,28
Marco Richter,GER,644,1,1,,19
Marco Russ,GER,1145,1,1,,31
Marco Sau,ITA,1311,2,2,,29
Marco Silvestri,ITA,180,0,0,,26
Marco Sportiello,ITA,3202,0,0,,25
Marco Terrazzino,GER,1489,0,0,,26
Marco Tumminello,ITA,204,3,3,,18
Marco Verratti,ITA,1718,0,0,,24
Marcos Alonso,ESP,2855,7,7,,26
Marcos Llorente,ESP,546,0,0,,22
Marcos Rojo,ARG,640,0,0,,27
Marcus Coco,FRA,1587,2,2,,21
Marcus Rashford,ENG,1813,7,7,,19
Marcus Rohdén,SWE,1632,2,2,,26
Marcus Thuram,FRA,1929,3,3,,19
Marek Hamšík,SVK,2371,7,7,,30
Mariano,DOM,2507,18,17,,23
Mariano Barbosa,ARG,1125,0,0,,33
Mariano Julio Izco,ARG,178,0,0,,34
Marijan Ćavar,BIH,32,0,0,,19
Mario Balotelli,ITA,2269,18,12,,26
Mario Gaspar,ESP,2806,2,2,,26
Mario González,ESP,18,0,0,,21
Mario Gómez,GER,2321,9,9,,32
Mario Götze,GER,1601,2,2,,25
Mario Hermoso,ESP,1928,1,1,,22
Mario Lemina,GAB,1720,1,1,,23
Mario Mandžukić,CRO,2324,5,5,,31
Mario Sampirisi,ITA,2194,0,0,,24
Marios Oikonomou,GRE,170,0,0,,24
Marius Wolf,GER,2363,5,5,,22
Mariusz Stępiński,POL,714,5,5,,22
Mark Noble,ENG,2400,4,2,,30
Mark Uth,GER,2177,14,13,,25
Markel Bergara,ESP,1463,4,4,,31
Markel Susaeta,ESP,2264,3,3,,29
Marko Arnautović,AUT,2313,11,11,,28
Marko Dmitrović,SRB,3240,0,0,,25
Marko Grujić,SRB,16,0,0,,21
Marko Pjaca,CRO,260,2,2,,22
Marko Rog,CRO,289,1,1,,22
Markus Suttner,AUT,1179,0,0,,30
Marlon,BRA,1929,0,0,,21
Marlos Moreno,COL,30,0,0,,20
Marouane Fellaini,BEL,621,4,4,,29
Marquinhos,BRA,2262,0,0,,23
Marten de Roon,NED,2571,3,2,,26
Martin Agirregabiria,ESP,1828,0,0,,21
Martin Braithwaite,DEN,914,4,4,,26
Martin Cranie,ENG,180,0,0,,30
Martin Dúbravka,SVK,1080,0,0,,28
Martin Harnik,AUT,1888,9,9,,30
Martin Hinteregger,AUT,2655,0,0,,24
Martin Kelly,ENG,1195,0,0,,27
Martin Olsson,SWE,3149,0,0,,29
Martin Terrier,FRA,1672,3,3,,20
Martín Cáceres,URU,1606,4,4,,30
Martín Mantovani,ARG,1022,1,1,,33
Martín Montoya,ESP,2152,0,0,,26
Marvin Bakalorz,GER,2055,0,0,,27
Marvin Compper,GER,90,0,0,,32
Marvin Plattenhardt,GER,2970,0,0,,25
Marvin Zeegelaar,NED,994,0,0,,26
Marwin Hitz,SUI,2880,0,0,,29
Mason Holgate,JAM,1184,0,0,,20
Massadio Haïdara,MLI,4,0,0,,24
Massimo Coda,ITA,1417,4,3,,28
Massimo Gobbi,ITA,2048,0,0,,36
Mateo Kovačić,CRO,992,0,0,,23
Mateo Musacchio,ARG,1202,0,0,,26
Mateo Pavlović,BIH,1966,2,2,,27
Mathew Leckie,AUS,1853,5,5,,26
Mathew Ryan,AUS,3420,0,0,,25
Mathias Jørgensen,DEN,3420,0,0,,27
Mathieu Bodmer,FRA,396,1,1,,34
Mathieu Debuchy,FRA,1314,4,4,,32
Mathieu Deplagne,FRA,2410,0,0,,25
Mathieu Dossevi,TOG,2509,1,1,,29
Mathieu Flamini,FRA,480,0,0,,33
Mathieu Gorgelin,FRA,360,0,0,,26
Mathieu Michel,FRA,598,0,0,,25
Mathías Olivera,URU,103,1,1,,19
Matija Nastasić,SRB,1989,0,0,,24
Mats Hummels,GER,2213,1,1,,28
Matt Phillips,SCO,2093,2,2,,26
Matt Ritchie,SCO,2804,3,3,,27
Matt Targett,ENG,166,0,0,,21
Matteo Bianchetti,ITA,124,0,0,,24
Matteo Darmian,ITA,444,0,0,,27
Matteo Politano,ITA,2812,10,10,,23
Matthew Lowton,ENG,2295,0,0,,28
Matthias Ginter,GER,3060,5,5,,23
Matthias Lehmann,GER,1515,0,0,,34
Matthias Ostrzolek,GER,2379,0,0,,27
Matthias Zimmermann,GER,77,0,0,,25
Matthieu Udol,FRA,354,0,0,,21
Mattia Bani,ITA,1317,0,0,,23
Mattia Caldara,ITA,2160,3,3,,23
Mattia De Sciglio,ITA,968,1,1,,24
Mattia Destro,ITA,1617,6,6,,26
Mattia Perin,ITA,3330,0,0,,24
Mattia Valoti,ITA,1577,3,3,,23
Mattia Vitale,ITA,98,0,0,,19
Mattia Zaccagni,ITA,152,0,0,,22
Matty James,ENG,993,0,0,,26
Matías Aguirregaray,URU,1153,0,0,,28
Matías Nahuel,ESP,251,0,0,,20
Matías Silvestre,ARG,3060,1,1,,32
Matías Vecino,URU,2137,3,3,,25
Mauricio Lemos,URU,1962,1,1,,21
Mauro Arambarri,URU,2124,1,1,,21
Mauro Icardi,ARG,2958,29,23,,24
Mauro dos Santos,ARG,983,0,0,,28
Maurício,BRA,5,0,0,,28
Max Gradel,CIV,2415,8,4,,29
Max Kruse,GER,2453,6,6,,29
Max Meyer,GER,1727,0,0,,21
Maxi Gómez,URU,3068,17,17,,20
Maxi López,ARG,1684,2,1,,33
Maxime Dupé,FRA,90,0,0,,24
Maxime Gonalons,FRA,1096,0,0,,28
Maxime Le Marchand,FRA,2534,0,0,,27
Maxime Lestienne,BEL,669,0,0,,25
Maxime Lopez,FRA,1378,0,0,,19
Maxime Poundjé,FRA,1703,0,0,,24
Maximilian Arnold,GER,2454,2,2,,23
Maximilian Eggestein,GER,2692,2,2,,20
Maximilian Mittelstädt,GER,424,0,0,,20
Maximilian Philipp,GER,1203,9,9,,23
Maximiliano Olivera,URU,412,0,0,,25
Maxwel Cornet,CIV,1272,4,4,,20
Maya Yoshida,JPN,2051,2,2,,28
Medhi Benatia,MAR,1755,2,2,,30
Mehdi Abeid,ALG,1176,0,0,,24
Mehdi Lacen,ALG,1118,0,0,,33
Mehdi Léris,ALG,42,0,0,,19
Mehdi Tahrat,ALG,443,0,0,,27
Mehdi Zeffane,ALG,989,0,0,,25
Memphis,NED,2555,19,17,,23
Meritan Shabani,ALB,55,0,0,,18
Merveille Ndockyt,CGO,68,0,0,,19
Mesut Özil,GER,2163,4,4,,28
Mexer,MOZ,1201,0,0,,28
Michael Carrick,ENG,109,0,0,,36
Michael Esser,GER,270,0,0,,29
Michael Gregoritsch,AUT,2527,13,12,,23
Michael Hefele,GER,33,0,0,,26
Michael Keane,ENG,2560,0,0,,24
Michael Krohn-Dehli,DEN,1264,1,1,,34
Michael Obafemi,IRL,9,0,0,,17
Michael Olunga,KEN,433,3,3,,23
Michail Antonio,JAM,1354,3,3,,27
Michel,BRA,2130,0,0,,27
Michel Vorm,NED,90,0,0,,33
Michele Cremonesi,ITA,385,0,0,,29
Michy Batshuayi,BEL,1199,9,9,,23
Mickaël Cuisance,FRA,1207,0,0,,17
Mickaël Le Bihan,FRA,107,0,0,,27
Miguel Britos,URU,797,1,1,,32
Miguel Layún,MEX,1184,2,2,,29
Miguel Torres,ESP,673,0,0,,31
Miguel Veloso,POR,1734,1,1,,31
Miguel Ángel Guerrero,ESP,1442,4,4,,27
Miguel Ángel Moyá,ESP,764,0,0,,33
Miguel Ángel Rubio,ESP,29,0,0,,19
Miiko Albornoz,CHI,703,0,0,,26
Mijat Gaćinović,SRB,1815,1,1,,22
Mike Frantz,GER,1041,0,0,,30
Mike Maignan,FRA,3032,0,0,,22
Mike van der Hoorn,NED,1944,1,1,,24
Mikel Balenziaga,ESP,1549,0,0,,29
Mikel Merino,ESP,1347,1,1,,21
Mikel Oyarzabal,ESP,2772,12,12,,20
Mikel Rico,ESP,1171,0,0,,32
Mikel San José,ESP,2155,1,1,,28
Mikel Vesga,ESP,806,1,1,,24
Milan Badelj,CRO,2351,2,2,,28
Milan Biševac,SRB,710,0,0,,33
Milan Gajić,SRB,360,0,0,,21
Milan Škriniar,SVK,3420,4,4,,22
Milot Rashica,KVX,384,1,1,,21
Miloš Jojić,SRB,1459,2,2,,25
Miloš Veljković,SRB,2655,1,1,,21
Miralem Pjanić,BIH,2484,5,5,,27
Miranda,BRA,2726,0,0,,32
Mirco Antenucci,ITA,2571,11,6,,32
Mirko Antonucci,ITA,31,0,0,,18
Mirko Valdifiori,ITA,618,0,0,,31
Mitchell Weiser,GER,1979,1,1,,23
Mohamed Diamé,SEN,2041,2,2,,30
Mohamed Dräger,TUN,52,0,0,,21
Mohamed Elneny,EGY,867,0,0,,25
Mohamed Fares,ALG,2604,0,0,,21
Mohamed Gouaida,TUN,58,0,0,,24
Mohamed Salah,EGY,2907,32,31,,25
Moise Kean,ITA,1131,4,4,,17
Molla Wagué,MLI,495,1,1,,26
Momo,ESP,673,0,0,,35
Morgan Amalfitano,FRA,746,0,0,,32
Morgan Poaty,CGO,171,0,0,,20
Morgan Sanson,FRA,2165,9,9,,22
Morgan Schneiderlin,FRA,2130,0,0,,27
Moritz Bauer,AUT,1306,0,0,,25
Mouctar Diakhaby,GUI,728,1,1,,20
Mousa Dembélé,BEL,1879,0,0,,30
Moussa Diaby,FRA,69,0,0,,18
Moussa Konaté,SEN,2472,13,11,,24
Moussa Niakhate,SEN,3105,0,0,,21
Moussa Sissoko,FRA,1402,1,1,,27
Moussa Sylla,MLI,304,2,2,,17
Muhamed Bešić,BIH,46,0,0,,24
Mujaid Sadick,ESP,106,0,0,,17
Munir El Haddadi,MAR,2444,10,10,,21
Musa Barrow,GAM,443,3,3,,18
Mustapha Diallo,SEN,1384,5,5,,31
Myziane Maolida,COM,331,1,1,,18
Mário Rui,POR,2087,2,2,,26
Mërgim Mavraj,ALB,1445,0,0,,31
N'Golo Kanté,FRA,2994,1,1,,26
Nabil Bentaleb,ALG,1011,4,0,,22
Nabil El Zhar,MAR,1981,2,2,,30
Nabil Fekir,FRA,2477,18,15,,24
Naby Keïta,GUI,1962,6,6,,22
Nacer Chadli,BEL,215,1,1,,27
Nacho,ESP,2074,3,3,,27
Nacho Gil,ESP,958,0,0,,21
Nacho Monreal,ESP,2243,5,5,,31
Nacho Vidal,ESP,447,1,1,,22
Nadiem Amiri,GER,1744,2,2,,20
Nahki Wells,BER,55,0,0,,27
Najib Gandi,FRA,96,0,0,,23
Naldo,BRA,3981,7,7,,28
Nampalys Mendy,SEN,965,0,0,,25
Nani,POR,387,3,3,,30
Nano,ESP,279,0,0,,22
Naranjo,ESP,562,1,1,,23
Nathan,BRA,10,0,0,,21
Nathan Aké,NED,3353,2,2,,22
Nathan Dyer,ENG,1307,0,0,,29
Nathan Redmond,ENG,1945,1,1,,23
Nathaniel Chalobah,ENG,447,0,0,,22
Nathaniel Clyne,ENG,174,0,0,,26
Naïm Sliti,TUN,2290,7,5,,25
Ndombe Mubele,COD,1595,6,6,,23
Nemanja Maksimović,SRB,557,0,0,,22
Nemanja Matić,SRB,3118,1,1,,28
Nemanja Radoja,SRB,1105,0,0,,24
Nenad Tomović,SRB,2436,0,0,,29
Nereo Champagne,ARG,180,0,0,,32
Neto,BRA,2970,0,0,,28
Neven Subotić,SRB,1711,2,2,,28
Neymar,BRA,1786,19,15,,25
Niccolò Giannetti,ITA,293,0,0,,26
Niccolò Zanellato,ITA,75,0,0,,19
Nicholas Pierini,ITA,43,0,0,,18
Nick Pope,ENG,3115,0,0,,25
Niclas Füllkrug,GER,2387,14,11,,24
Nico Elvedi,SUI,2914,2,2,,20
Nico Schulz,GER,1780,1,1,,24
Nicola Murru,ITA,1449,0,0,,22
Nicola Rigoni,ITA,933,0,0,,26
Nicola Sansone,ITA,635,5,4,,25
Nicolai Müller,GER,101,1,1,,29
Nicolas Basin,FRA,313,1,1,,19
Nicolas Benezet,FRA,1648,3,3,,26
Nicolas Cozza,FRA,578,1,1,,18
Nicolas Haas,SUI,171,0,0,,21
Nicolas Höfler,GER,2259,1,1,,27
Nicolas Janvier,FRA,76,0,0,,18
Nicolas Nkoulou,CMR,3258,2,2,,27
Nicolas Pallois,FRA,2431,0,0,,29
Nicolas Pépé,CIV,2841,13,12,,22
Nicolas Viola,ITA,1850,2,2,,27
Nicolas de Préville,FRA,2220,6,5,,26
Nicolás Burdisso,ARG,2069,0,0,,36
Nicolás Gaitán,ARG,219,0,0,,29
Nicolás Otamendi,ARG,2967,4,4,,29
Nicolás Pareja,ARG,405,0,0,,33
Nicolás Spolli,ARG,1798,0,0,,34
Nicolò Barella,ITA,2955,6,3,,20
Nigel de Jong,NED,737,0,0,,32
Niklas Dorsch,GER,90,1,1,,19
Niklas Moisander,FIN,2250,2,2,,31
Niklas Stark,GER,2210,1,1,,22
Niklas Süle,GER,1926,2,2,,21
Nikola Kalinić,CRO,1812,6,6,,29
Nikola Maksimović,SRB,96,0,0,,25
Nikola Milenković,SRB,1254,0,0,,19
Nikola Vlašić,CRO,576,0,0,,19
Nikolas Nartey,DEN,7,0,0,,17
Nils Petersen,GER,2244,15,10,,28
Noah Joel Sarenren Bazee,NGA,118,0,0,,20
Nolan Roux,FRA,2834,15,15,,29
Nolito,ESP,1600,4,4,,30
Nordi Mukiele,FRA,2791,0,0,,19
Nordin Amrabat,MAR,1821,2,2,,30
Noë Dussenne,BEL,84,0,0,,25
Nuno da Costa,CPV,1727,5,5,,26
Nuri Şahin,TUR,1225,2,2,,28
Nélson Semedo,POR,1493,0,0,,23
Nícolas Andrade,BRA,3240,0,0,,29
Oghenekaro Etebo,NGA,1215,0,0,,21
Ognjen Stijepović,MNE,6,0,0,,17
Ohis Felix Uduokhai,GER,1560,1,1,,19
Oier Olazábal,ESP,2340,0,0,,27
Ola Toivonen,SWE,800,0,0,,31
Olarenwaju Kayode,NGA,383,0,0,,24
Ole Käuper,GER,73,0,0,,20
Ole Selnæs,NOR,2058,0,0,,23
Oleksandr Zinchenko,UKR,532,0,0,,20
Oliver Baumann,GER,3060,0,0,,27
