player,nation,minutes,goals,npg,npxg,age
Quentin Merlin,FRA,1926,2,2,0.3,19
Quini,ESP,2304,0,0,0.5,31
Radamel Falcao,COL,838,6,6,4.4,35
Rade Krunić,BIH,1416,0,0,0.9,27
Radu Drăgușin,ROU,1108,0,0,0.2,19
Rafa Mir,ESP,1808,10,10,7.6,24
Rafael Borré,COL,2378,8,8,9.3,25
Rafael Czichos,GER,1402,0,0,0.2,31
Rafael Leão,POR,2605,11,11,9.1,22
Rafael Tolói,ITA,1438,1,1,1.3,30
Rafał Gikiewicz,POL,3060,0,0,0.0,33
Rafiki Said Ahamada,FRA,122,0,0,0.3,21
Rafinha,BRA,1270,1,1,2.6999999999999997,28
Ragnar Ache,GER,259,0,0,0.5,23
Raheem Sterling,ENG,2128,13,11,12.0,26
Ramy Bensebaini,ALG,2020,4,2,2.2,26
Ramzi Aya,ITA,135,0,0,0.0,30
Randal Kolo Muani,FRA,2948,12,12,9.9,22
Randy Ntekja,FRA,1462,3,3,3.7,23
Rani Khedira,GER,2757,0,0,1.2,27
Raoul Bellanova,ITA,2496,1,1,1.8,21
Raphael Framberger,GER,848,0,0,0.0,25
Raphaël Guerreiro,POR,1795,4,3,1.7,27
Raphaël Varane,FRA,1831,1,1,0.8,28
Raphinha,BRA,2915,11,7,8.2,24
Rayan Aït Nouri,FRA,1828,1,1,0.7,20
Rayan Cherki,FRA,440,0,0,0.7,17
Raúl,ESP,1,0,0,0.0,20
Raúl Albiol,ESP,2465,0,0,0.6,35
Raúl García,ESP,1802,6,6,5.2,35
Raúl Guti,ESP,1627,0,0,1.3,24
Raúl Jiménez,MEX,2631,6,5,6.1,30
Raúl Moro,ESP,201,0,0,0.3,18
Raúl Parra,ESP,88,0,0,0.0,21
Raúl Torrente,ESP,1282,0,0,0.3,19
Raúl de Tomás,ESP,2914,17,12,10.8,26
Redwan Bourles,FRA,16,0,0,0.0,18
Reece James,ENG,1864,5,5,2.6,21
Reece Oxford,ENG,2693,2,2,2.1,22
Reinier,BRA,162,0,0,0.1,19
Reinildo Mandava,MOZ,2822,1,1,0.8999999999999999,27
Reiss Nelson,ENG,20,0,0,0.0,21
Remi Oudin,FRA,1737,4,4,3.5,24
Remo Freuler,SUI,2369,1,1,1.5,29
Renan Lodi,BRA,1181,2,2,0.7,23
Renato Sanches,POR,1651,2,2,0.9,23
Renato Steffen,SUI,967,0,0,1.3,29
Renato Tapia,PER,1412,0,0,0.5,26
Renaud Emond,BEL,190,0,0,0.0,29
Renaud Ripart,FRA,1893,2,2,3.6,28
Rey Manaj,ALB,1768,5,3,4.8,24
Ricardo Mangas,POR,2353,3,3,2.2,23
Ricardo Pepi,USA,477,0,0,1.0,18
Ricardo Pereira,POR,991,1,1,0.7,27
Ricardo Rodríguez,SUI,2473,0,0,0.3,28
Riccardo Calafiori,ITA,256,0,0,0.0,19
Riccardo Ciervo,ITA,227,0,0,0.1,19
Riccardo Fiamozzi,ITA,620,0,0,0.0,28
Riccardo Gagliolo,SWE,1138,0,0,0.8,31
Riccardo Marchizza,ITA,1346,0,0,0.3,23
Riccardo Orsolini,ITA,1785,6,4,4.7,24
Riccardo Pinzi,ITA,1,0,0,0.0,17
Riccardo Saponara,ITA,1284,3,3,2.0,29
Riccardo Sottil,ITA,1239,3,3,2.5,22
Riccardo Stivanello,ITA,45,0,0,0.0,17
Richarlison,BRA,2523,10,7,7.9,24
Rick Karsdorp,NED,2883,0,0,0.0,26
Rico Henry,ENG,2776,3,3,1.8,24
Ridgeciano Haps,SUR,2056,1,1,0.4,28
Ridle Baku,GER,2446,3,3,2.2,23
Riqui Puig,ESP,487,1,1,0.7,21
Riyad Mahrez,ALG,1498,11,7,6.3,30
Rob Holding,ENG,845,1,1,0.3,25
Rober,ESP,2010,1,1,1.4,26
Robert Andrich,GER,1817,4,4,3.2,26
Robert Gumny,POL,2272,0,0,0.3,23
Robert Ibáñez,ESP,93,0,0,0.4,28
Robert Lewandowski,POL,2946,35,30,28.9,32
Robert Skov,DEN,368,0,0,0.8,25
Robert Sánchez,ESP,3329,0,0,0.0,23
Robert Tesche,GER,349,0,0,0.1,34
Roberto Firmino,BRA,990,5,5,5.0,29
Roberto Gagliardini,ITA,649,2,2,1.0,27
Roberto González,ESP,135,0,0,0.2,20
Roberto Massimo,GER,877,2,2,2.5,20
Roberto Navarro,ESP,199,0,0,0.7,19
Roberto Pereyra,ARG,1794,3,2,3.0,30
Roberto Piccoli,ITA,414,1,1,1.4000000000000001,20
Roberto Soldado,ESP,664,3,3,3.5,36
Roberto Soriano,ITA,2622,0,0,1.9,30
Roberto Torres,ESP,809,2,0,0.4,32
Robin Gosens,GER,629,1,1,1.8,27
Robin Hack,GER,1364,0,0,2.4,22
Robin Knoche,GER,2970,0,0,0.4,29
Robin Koch,GER,1574,0,0,0.7,25
Robin Le Normand,FRA,3330,1,1,1.3,24
Robin Olsen,SWE,90,0,0,0.0,31
Robin Zentner,GER,2880,0,0,0.0,26
Rodri,ESP,2884,7,7,2.7,25
Rodrigo,ESP,3146,7,6,5.3999999999999995,21
Rodrigo Battaglia,ARG,1179,0,0,0.3,30
Rodrigo Becão,BRA,3130,2,2,1.1,25
Rodrigo Bentancur,URU,2516,0,0,1.3,24
Rodrigo De Paul,ARG,2151,3,3,1.6,27
Rodrygo,BRA,1523,4,4,4.6,20
Roger Ibanez,BRA,2889,3,3,2.0,22
Roger Martí,ESP,2115,7,6,5.9,30
Rogério,BRA,1729,0,0,0.4,23
Roland Sallai,HUN,1551,4,4,5.6,24
Rolando Mandragora,ITA,1319,0,0,1.2,24
Roli Pereira de Sa,FRA,573,0,0,0.4,24
Romain Del Castillo,FRA,1003,0,0,0.7999999999999999,25
Romain Faivre,FRA,2684,10,5,4.1,23
Romain Hamouma,FRA,886,2,2,2.6,34
Romain Perraud,FRA,1623,0,0,0.9,23
Romain Philippoteaux,FRA,24,0,0,0.0,33
Romain Salin,FRA,90,0,0,0.0,37
Romain Saïss,MAR,2705,2,2,2.7,31
Romain Thomas,FRA,2563,2,2,2.0,33
Roman Bürki,SUI,90,0,0,0.0,30
Romario Rösch,GER,1,0,0,0.0,22
Romelu Lukaku,BEL,1589,8,7,6.1,28
Rominigue Kouamé,MLI,2968,1,1,2.6,24
Ronald Araújo,URU,2272,4,4,1.4,22
Ronaldo Vieira,GNB,495,0,0,0.1,23
Ronaël Pierre-Gabriel,FRA,2548,0,0,0.7,23
Ross Barkley,ENG,179,1,1,1.2,27
Ruan,BRA,214,0,0,0.0,22
Ruben Aguilar,FRA,2140,0,0,0.3,28
Ruben Lendinez,ESP,137,0,0,0.0,18
Ruben Loftus-Cheek,ENG,1394,0,0,1.2,25
Ruben Vargas,SUI,1984,1,1,4.1,22
Rubén,ESP,150,0,0,0.0,20
Rubén Alcaraz,ESP,1105,2,2,1.3,30
Rubén Duarte,ESP,2621,0,0,0.5,25
Rubén García,ESP,2375,1,1,1.6,28
Rubén Pardo,ESP,6,0,0,0.0,28
Rubén Peña,ESP,132,0,0,0.2,30
Rubén Rochina,ESP,743,1,1,0.6,30
Rubén Sobrino,ESP,1875,4,4,6.3,29
Rui Patrício,POR,3420,0,0,0.0,33
Rui Silva,POR,1964,0,0,0.0,27
Ruslan Malinovskyi,UKR,1592,6,6,3.7,28
Ryad Boudebouz,ALG,2252,3,2,1.5,31
Ryan Bertrand,ENG,337,0,0,0.0,31
Ryan Fraser,SCO,1465,2,2,2.8,27
Ryan Fredericks,ENG,307,0,0,0.0,28
Ryan Sessegnon,ENG,1047,0,0,0.4,21
Rémy Cabella,FRA,313,0,0,0.3,31
Rúben Dias,POR,2402,2,2,2.2,24
Rúben Neves,POR,2661,4,4,1.2,24
Rúben Vezo,POR,2420,0,0,0.8,27
Răzvan Marin,ROU,2816,0,0,1.7,25
Sacha Delaye,FRA,262,0,0,0.1,19
Sada Thioub,SEN,953,0,0,0.2,26
Sadio Mané,SEN,2819,16,16,16.7,29
Saidou Sow,GUI,989,2,2,0.4,19
Salih Özcan,TUR,2312,2,2,2.3,23
Salim Ben Seghir,FRA,1,0,0,0.0,18
Salis Abdul Samed,GHA,2462,1,1,0.8,21
Salomón Rondón,VEN,790,1,1,2.2,31
Salva Sevilla,ESP,1507,5,1,1.5,37
Salvador Ferrer,ESP,1495,0,0,0.2,23
Salvatore Sirigu,ITA,3330,0,0,0.0,34
Salvi,ESP,1395,2,2,2.2,30
Sam Byram,ENG,1027,0,0,0.9,27
Sam Greenwood,ENG,237,0,0,0.4,19
Sam Lammers,NED,555,1,1,1.2,24
Saman Ghoddos,IRN,536,1,1,0.6,27
Sambou Sissoko,FRA,176,0,0,0.2,22
Sambou Soumano,SEN,447,3,3,3.4,20
Samir Handanović,SVN,3330,0,0,0.0,37
Samir Santos,BRA,3094,0,0,1.6,26
Samu Castillejo,ESP,125,0,0,0.1,26
Samuel Chukwueze,NGA,1333,3,3,4.4,22
Samuel Di Carmine,ITA,36,0,0,0.0,32
Samuel Kalu,NGA,550,1,1,1.1,23
Samuel Koeberlé,FRA,1,0,0,0.0,16
Samuel Loric,FRA,269,0,0,0.1,21
Samuel Moutoussamy,COD,1509,0,0,2.2,24
Samuel Mráz,SVK,54,0,0,0.0,24
Samuel Umtiti,FRA,90,0,0,0.0,27
Samuele Ricci,ITA,2252,1,1,0.6000000000000001,19
Sandro Ramírez,ESP,1462,3,3,2.8,26
Sandro Tonali,ITA,2600,5,5,4.3,21
Sanjin Prcić,BIH,2186,1,1,1.5,27
Santi Comesaña,ESP,2682,1,1,4.0,24
Santi Mina,ESP,2367,7,7,7.1,25
Santiago Arias,COL,440,1,1,0.6,29
Santiago Arzamendia,PAR,469,1,1,0.2,23
Santiago Ascacíbar,ARG,2375,0,0,1.2,24
Sardar Azmoun,IRN,359,1,1,2.3,26
Sargis Adamyan,ARM,331,1,1,0.5,28
Sasa Kalajdzic,AUT,1221,6,5,4.8,24
Sascha Burchert,GER,1260,0,0,0.0,31
Saulo Decarli,SUI,9,0,0,0.0,29
Saîf-Eddine Khaoui,TUN,927,1,1,2.1,26
Saïd Benrahma,ALG,2168,8,8,5.1,25
Saúl García,ESP,4,0,0,0.0,26
Saúl Ñíguez,ESP,681,0,0,0.6000000000000001,26
Saša Lukić,SRB,2982,5,2,2.1,24
Scott McTominay,SCO,2387,1,1,1.5,24
Sead Kolašinac,BIH,531,0,0,0.0,28
Sean Longstaff,ENG,1464,1,1,1.2,23
Sebastiaan Bornauw,BEL,2007,1,1,1.3,22
Sebastian Andersson,SWE,1257,3,3,4.7,30
Sebastian Giovinco,ITA,39,0,0,0.0,34
Sebastian Griesbeck,GER,2448,1,1,0.7,30
Sebastian Polter,GER,2341,10,9,7.6,30
Sebastian Rode,GER,759,1,1,0.8,30
Sebastian Rudy,GER,773,3,3,2.0,31
Sebastian Vasiliadis,GRE,1193,0,0,0.4,23
Sebastian Walukiewicz,POL,302,0,0,0.3,21
Sebastiano Luperto,ITA,1958,0,0,0.9,24
Sebastien De Maio,FRA,180,0,0,0.0,34
Sehrou Guirassy,GUI,1016,9,9,7.4,25
Seko Fofana,CIV,3357,8,8,7.6,26
Sekou Mara,FRA,905,6,5,3.7,19
Sekou Yansané,GUI,16,0,0,0.0,18
Sepe Elye Wahi,FRA,1786,10,10,7.9,18
Serge Aurier,CIV,1010,0,0,0.8,28
Serge Gnabry,GER,2185,14,14,8.3,26
Sergej Milinković-Savić,SRB,3100,11,11,7.3,26
Sergi Canós,ESP,2083,3,3,3.0,24
Sergi Darder,ESP,3125,3,3,2.8,27
Sergi Guardiola,ESP,1710,8,7,6.4,30
Sergi Gómez,ESP,2720,1,1,0.9,29
Sergi Roberto,ESP,400,2,2,1.6,29
Sergio Agüero,ARG,151,1,1,1.1,33
Sergio Asenjo,ESP,540,0,0,0.0,32
Sergio Busquets,ESP,3198,2,2,0.7,33
Sergio Canales,ESP,2791,5,5,4.7,30
Sergio Córdova,VEN,328,0,0,0.9,23
Sergio Escudero,ESP,1434,2,2,1.5,31
Sergio Herrera,ESP,3240,0,0,0.0,28
Sergio Postigo,ESP,848,0,0,0.1,32
Sergio Ramos,ESP,801,2,2,1.6,35
Sergio Reguilón,ESP,1916,2,2,3.0,24
Sergio Rico,ESP,1283,0,0,0.0,27
Sergio Romero,ARG,1440,0,0,0.0,34
Sergio Santos,ESP,11,0,0,0.0,20
Sergiño Dest,USA,1512,0,0,1.5,20
Shandon Baptiste,GRN,910,1,1,0.7,23
Shane Duffy,IRL,1436,1,1,1.3,29
Shane Long,IRL,308,1,1,1.0,34
Sheraldo Becker,SUR,1758,4,4,3.0,26
Shkodran Mustafi,GER,658,1,1,0.1,29
Shola Shoretire,ENG,16,0,0,0.0,17
Sidney Raebiger,GER,4,0,0,0.0,16
Sikou Niakaté,FRA,661,0,0,0.1,22
Silas Katompa,COD,277,0,0,0.1,22
Silvan Hefti,SUI,1288,0,0,0.2,23
Silvan Widmer,SUI,2920,4,4,2.2,28
Silvère Ganvoula M'Boussy,CGO,153,0,0,1.3,25
Simeon Nwankwo,NGA,842,1,1,3.4,29
Simon Asta,GER,783,0,0,0.2,20
Simon Banza,FRA,124,1,1,1.2,24
Simon Kjær,DEN,802,0,0,0.6,32
Simon Zoller,GER,596,3,3,2.1,30
Simone Bastoni,ITA,2288,3,3,1.7,24
Simone Pafundi,ITA,23,0,0,0.1,15
Simone Romagnoli,ITA,1497,2,2,1.4,31
Simone Trimboli,ITA,65,0,0,0.0,19
Simone Verdi,ITA,875,6,5,3.4,29
Simone Zaza,ITA,129,0,0,1.0,30
Sinaly Diomande,CIV,579,0,0,0.3,20
Sofian Kiyine,MAR,1239,1,1,0.7,23
Sofiane Alakouch,MAR,158,0,0,0.0,23
Sofiane Boufal,MAR,2330,8,5,5.9,27
Sofiane Diop,FRA,1948,6,6,5.4,21
Sofyan Amrabat,MAR,944,1,1,0.2,24
Solly March,ENG,1746,0,0,1.5,27
Solomon Bonnah,NED,6,0,0,0.0,17
Soma Novothny,HUN,80,1,1,0.5,27
Son,ESP,1971,1,1,1.2,27
Son Heung-min,KOR,3006,23,23,16.4,29
Sonny Perkins,ENG,4,0,0,0.0,17
Souleyman Doumbia,CIV,2219,0,0,0.7,24
Stanislav Lobotka,SVK,1686,1,1,0.1,26
Stefan Bajic,FRA,510,0,0,0.0,19
Stefan Bell,GER,2864,2,2,1.5,29
Stefan Ilsanker,AUT,266,0,0,0.2,32
Stefan Lainer,AUT,1471,1,1,0.6,28
Stefan Mitrović,SRB,2667,1,1,0.2,31
Stefan Ortega,GER,2970,0,0,0.0,28
Stefan Posch,AUT,2199,2,2,1.3,24
Stefan Savić,MNE,2440,0,0,1.8,30
Stefan Strandberg,NOR,933,0,0,0.4,31
Stefan de Vrij,NED,2410,0,0,2.5,29
Stefano Okaka,ITA,22,0,0,0.0,31
Stefano Sabelli,ITA,348,0,0,0.2,28
Stefano Sensi,ITA,921,1,1,1.3,25
Stefano Sturaro,ITA,1766,0,0,0.5,28
Stefanos Kapino,GRE,90,0,0,0.0,27
Steffen Tigges,GER,112,3,3,1.0,23
Stephan El Shaarawy,ITA,1055,3,3,3.0,28
Stephan Fürstner,GER,5,0,0,0.0,33
Stephy Mavididi,ENG,2299,8,8,7.6,23
Stevan Jovetić,MNE,1017,6,6,4.4,31
Steve Mandanda,FRA,810,0,0,0.0,36
Steve Mounié,BEN,2312,9,7,10.3,26
Steven Alzate,COL,404,0,0,0.1,22
Steven Bergwijn,NED,565,3,3,3.1,23
Steven Fortes,CPV,90,0,0,0.0,29
Stian Rode Gregersen,NOR,1953,1,1,1.4,26
Stole Dimitrievski,MKD,2772,0,0,0.0,27
Strahinja Pavlović,SRB,451,0,0,0.5,20
Stuart Armstrong,SCO,1473,2,2,2.8,29
Stuart Dallas,NIR,2919,1,1,2.0,30
Stuart McKinstry,SCO,4,0,0,0.0,18
Stéphane Bahoken,CMR,1099,3,3,3.8,29
Stéphane Diarra,FRA,525,0,0,1.3,22
Suat Serdar,GER,2218,3,3,2.4,24
Suf Podgoreanu,ISR,113,0,0,0.0,19
Suk Hyun-jun,KOR,153,0,0,0.4,30
Suso,ESP,384,0,0,0.2,27
Sven Botman,NED,2250,3,3,1.4,21
Sven Michel,GER,338,3,3,1.6,31
Sven Ulreich,GER,540,0,0,0.0,32
Sydney van Hooijdonk,NED,38,0,0,0.0,21
Szymon Żurkowski,POL,2307,6,6,4.1,23
Séamus Coleman,IRL,2656,1,1,1.0,32
Sébastien Corchia,FRA,1324,0,0,0.4,30
Sérgio Oliveira,POR,892,2,1,0.7,29
Tachi,ESP,239,0,0,0.0,23
Taiwo Awoniyi,NGA,2174,15,13,12.4,23
Takefusa Kubo,JPN,1605,1,1,3.1,20
Takehiro Tomiyasu,JPN,1689,0,0,0.8,22
Takuma Asano,JPN,1608,3,3,3.5,26
Takumi Minamino,JPN,186,3,3,1.8,26
Tammy Abraham,ENG,3084,17,14,18.3,23
Tanguy Coulibaly,FRA,1079,0,0,0.9,20
Tanguy Ndombele,FRA,1185,1,1,0.8,24
Tanguy Nianzou,FRA,582,1,1,0.7,19
Tanner Tessmann,USA,680,0,0,0.8,19
Tariq Lamptey,ENG,1561,0,0,0.8,20
Tariqe Fosu,GHA,17,0,0,0.0,25
Tarsis Bonga,GER,17,0,0,0.3,24
Taylor Richards,ENG,25,0,0,0.0,20
Teemu Pukki,FIN,3253,11,8,9.2,31
Terem Moffi,NGA,2711,8,6,10.5,22
Tete Morente,ESP,1632,3,3,3.2,24
Tetê,BRA,583,2,2,2.4,21
Teun Koopmeiners,NED,2126,4,4,2.2,23
Theo Hernández,FRA,2711,5,4,2.9,23
Theo Walcott,ENG,379,0,0,0.7,32
Thiago Alcántara,ESP,1534,1,1,1.8,30
Thiago Galhardo,BRA,1148,2,2,3.3,32
Thiago Mendes,BRA,1863,1,1,0.7,29
Thiago Silva,BRA,2650,3,3,0.9,36
Thibault Klidje,TOG,86,0,0,0.0,20
Thibaut Courtois,BEL,3240,0,0,0.0,29
Thierry Correia,POR,1414,0,0,0.3,22
Thilo Kehrer,GER,1513,2,2,1.0,24
Thomas Delaine,FRA,2316,1,1,1.2,29
Thomas Delaney,DEN,1567,2,2,1.3,29
Thomas Foket,BEL,2235,1,1,0.5,26
Thomas Fontaine,MAD,167,0,0,0.0,30
Thomas Henry,FRA,2115,9,9,7.1,26
Thomas Lemar,FRA,1440,4,4,3.4,25
Thomas Mangani,FRA,2193,7,1,0.7,34
Thomas Meunier,BEL,1402,2,2,1.3,29
Thomas Monconduit,FRA,2248,3,3,1.3,30
Thomas Müller,GER,2558,8,8,10.0,31
Thomas Partey,GHA,2028,2,2,2.5,28
Thomas Strakosha,ALB,2070,0,0,0.0,26
Thorgan Hazard,BEL,1337,4,4,2.7,28
Thuler,BRA,855,0,0,0.1,22
Théo Le Bris,FRA,61,0,0,0.0,18
Tiago Djaló,POR,2329,1,1,1.1,21
Tiago Ribeiro,POR,2,0,0,0.0,19
Tiago Tomás,POR,1075,4,4,3.7,19
Tiemoué Bakayoko,FRA,501,0,0,0.3,26
Tim Iroegbunam,ENG,92,0,0,0.1,18
Tim Krul,NED,2610,0,0,0.0,33
Tim Lemperle,GER,149,2,2,1.3,19
Timo Baumgartl,GER,2166,1,1,1.4,25
Timo Horn,GER,1170,0,0,0.0,28
Timo Hübers,GER,1740,1,1,1.1,25
Timo Werner,GER,1283,4,4,7.6,25
Timothee Pembele,FRA,1414,1,1,0.9,18
Timothy Castagne,BEL,2127,1,1,0.8,25
Timothy Chandler,USA,1212,0,0,0.5,31
Timothy Fosu-Mensah,NED,145,0,0,0.0,23
Timothy Tillman,GER,2004,1,1,1.6,22
Timothy Weah,USA,1616,3,3,4.0,21
Timothée Kolodziejczak,FRA,2565,2,2,1.9,29
Tino Kadewere,ZIM,506,1,1,3.3,25
Tobias Raschl,GER,597,0,0,0.2,21
Tobias Sippel,GER,90,0,0,0.0,33
Tobias Strobl,GER,323,0,0,0.1,31
Todd Cantwell,ENG,441,0,0,0.2,23
Tolgay Arslan,GER,1658,1,1,1.2,30
Tom Bischof,GER,14,0,0,0.0,16
Tom Cleverley,ENG,1616,0,0,0.8,31
Tom Davies,ENG,234,1,1,0.9,23
Tom Lacoux,FRA,907,0,0,0.0,19
Tom Rothe,GER,94,1,1,0.2,16
Toma Bašić,CRO,1191,0,0,1.8,24
Tommaso Augello,ITA,2395,1,1,0.4,26
Tommaso Baldanzi,ITA,18,0,0,0.0,18
Tommaso De Nipoti,ITA,6,0,0,0.0,18
Tommaso Pobega,ITA,2240,4,4,3.8,22
Tomás Alarcón,CHI,1425,0,0,1.0,22
Tomás Mendes,ESP,9,0,0,0.0,16
Tomás Pina Isla,ESP,1444,0,0,0.4,33
Tomás Rincón,VEN,1329,0,0,0.1,33
Tomáš Ostrák,CZE,31,0,0,0.1,21
Tomáš Souček,CZE,3062,5,5,4.4,26
Toni Kroos,GER,2103,1,1,2.0,31
Toni Lato,ESP,590,0,0,0.0,23
Toni Moya,ESP,1386,0,0,1.2,23
Tonny Vilhena,NED,928,1,1,1.0,26
Tony Jantschke,GER,225,0,0,0.1,31
Tony Springett,ENG,141,0,0,0.3,18
Torben Müsel,GER,5,0,0,0.0,22
Toti Gomes,POR,360,0,0,0.1,22
Trent Alexander-Arnold,ENG,2853,2,2,2.7,22
Trevoh Chalobah,ENG,1449,3,3,1.0,22
Tristan Dingomé,CMR,1077,2,2,0.9,30
Troy Deeney,ENG,25,0,0,0.4,33
Trézéguet,EGY,11,0,0,0.1,26
Tuta,BRA,2183,4,4,2.4,22
Tyler Adams,USA,1351,0,0,0.2,22
Tyler Morton,ENG,66,0,0,0.0,18
Tyler Onyango,ENG,28,0,0,0.0,18
Tyler Roberts,WAL,987,1,1,2.4,22
Tyrick Mitchell,ENG,3101,0,0,0.3,21
Tyrone Mings,ENG,3189,1,1,1.4,28
Tyronne Ebuehi,NGA,1138,0,0,0.5,25
Téji Savanier,FRA,2414,8,5,4.5,29
Umut Tohumcu,GER,5,0,0,0.0,16
Unai Dufur,ESP,90,0,0,0.0,22
Unai García,ESP,1408,0,0,0.4,29
Unai López,ESP,1160,0,0,1.2,25
Unai Núñez,ESP,622,0,0,0.8,24
Unai Ropero,ESP,12,0,0,0.0,19
Unai Simón,ESP,3060,0,0,0.0,24
Unai Vencedor Paris,ESP,2383,0,0,1.0,20
Uroš Račić,SRB,1206,0,0,0.9,23
Vagner Gonçalves,CPV,86,0,0,0.3,25
Valentin Mihaila,ROU,76,0,0,0.0,21
Valentin Rongier,FRA,2194,0,0,2.6,26
Valentino Livramento,ENG,2202,1,1,1.2,18
Valentino Scotta,ESP,1,0,0,0.0,19
Valerio Verre,ITA,730,0,0,1.5,27
Valon Behrami,SUI,311,0,0,0.1,36
Valon Berisha,KVX,455,0,0,0.1,28
Valère Germain,FRA,1970,4,4,4.2,31
Vanderson,BRA,1120,2,2,0.8,20
Vanja Milinković-Savić,SRB,2430,0,0,0.1,24
Varazdat Haroyan,ARM,1437,1,1,0.6,28
Vassilis Lambropoulos,GRE,1168,0,0,0.1,31
Vedat Muriqi,KVX,1653,5,3,4.1000000000000005,27
Vicente Guaita,ESP,2655,0,0,0.0,34
Vicente Iborra,ESP,1034,0,0,0.8,33
Victor Lindelöf,SWE,2355,0,0,0.3,27
Victor Osimhen,NGA,1983,14,14,11.5,22
Victor Perea,ESP,4,0,0,0.0,21
Vid Belec,SVN,1938,0,0,0.0,31
Viktor Kovalenko,UKR,1325,1,1,0.3,25
Vincent Le Goff,FRA,3060,1,1,1.4,31
Vincent Manceau,FRA,2361,0,0,0.1,32
Vincent Pajot,FRA,2311,1,1,1.1,30
Vincent Vermeij,NED,3,0,0,0.0,26
Vincenzo Fiorillo,ITA,90,0,0,0.0,31
Vincenzo Grifo,ITA,2775,9,4,4.5,28
Vinicius Júnior,BRA,2690,17,17,13.1,21
Virgil van Dijk,NED,3060,3,3,2.4,30
Vital N'Simba,COD,2789,1,1,0.6,28
Vitaliy Mykolenko,UKR,1055,1,1,0.8,22
Vitaly Janelt,GER,2298,4,4,2.6,23
Vitolo,ESP,221,0,0,0.0,31
Vlad Chiricheș,ROU,2300,0,0,0.7,31
Vladimír Coufal,CZE,2209,0,0,0.6,28
Vladimír Darida,CZE,1786,2,2,1.8,30
Vladyslav Supriaha,UKR,22,0,0,0.0,21
Víctor Camarasa,ESP,108,0,0,0.0,27
Víctor Chust,ESP,1830,0,0,0.7,21
Víctor Díaz,ESP,1500,1,1,1.1,33
Víctor Laguardia,ESP,3042,3,3,1.9,31
Víctor Ruiz,ESP,1424,0,0,1.0,32
Wahbi Khazri,TUN,2225,10,6,5.8,30
Wahidullah Faghir,DEN,123,1,1,0.4,18
Wajdi Kechrida,TUN,952,0,0,0.3,25
Walace,BRA,2970,1,1,1.4,26
Waldemar Anton,GER,2595,2,2,1.7,25
Walter Benítez,ARG,3330,0,0,0.0,28
Waniss Taibi,FRA,132,0,0,0.1,19
Warmed Omari,FRA,2796,0,0,0.4,21
Warren Tchimbembé,CGO,205,0,0,0.0,23
Wataru Endo,JPN,2899,4,4,5.5,28
Wayne Hennessey,WAL,180,0,0,0.0,34
Wesley Fofana,FRA,630,0,0,0.2,20
Wesley Moraes,BRA,1,0,0,0.0,24
Wesley Saïd,FRA,654,5,5,3.9,26
Weston McKennie,USA,1369,3,3,2.3,22
Wilfred Ndidi,NGA,1618,0,0,1.0,24
Wilfried Singo,CIV,2607,3,3,2.7,20
Wilfried Zaha,CIV,2760,14,9,4.0,28
Will Hughes,ENG,1053,0,0,0.2,26
Willem Geubbels,FRA,544,2,2,1.7,19
Willi Orban,HUN,2642,2,2,2.7,28
William Carvalho,POR,1805,2,2,3.1,29
William Mikelbrencis,FRA,610,0,0,0.1,17
William Saliba,FRA,3240,0,0,1.5,20
William Smallbone,IRL,133,0,0,0.1,21
William Troost-Ekong,NGA,1390,0,0,0.1,27
Willian José,BRA,1604,9,6,4.1,29
Willy Boly,CIV,900,0,0,0.2,30
Willy Caballero,ARG,180,0,0,0.0,39
Wilson Isidor,FRA,50,0,0,0.2,20
Wisdom Amey,ITA,71,0,0,0.0,15
Wissam Ben Yedder,FRA,2529,25,17,11.2,30
Wladimiro Falcone,ITA,855,0,0,0.0,26
Wojciech Szczęsny,POL,2970,0,0,0.0,31
Wout Faes,BEL,3330,4,4,2.3,23
Wout Weghorst,NED,3003,8,7,11.600000000000001,28
Wu Lei,CHN,474,1,1,0.7,29
Wuilker Faríñez,VEN,1105,0,0,0.0,23
Wylan Cyprien,FRA,1490,2,2,0.8,26
Xaver Schlager,AUT,1040,0,0,0.4,23
Xavi Simons,NED,132,0,0,0.3,18
Xavier Chavalerin,FRA,2937,5,5,2.1,30
Xeka,POR,1619,3,3,1.8,26
Xherdan Shaqiri,SUI,679,2,2,0.6,29
Ximo Navarro,ESP,1347,0,0,0.4,31
Yacine Adli,FRA,2260,1,1,2.2,21
Yacine Qasmi,MAR,4,0,0,0.0,30
Yadaly Diaby,FRA,67,0,0,0.1,20
Yan Brice Eteki,CMR,343,0,0,0.1,23
Yan Valery,FRA,370,0,0,0.0,22
Yangel Herrera,VEN,1645,1,1,1.0,23
Yanis Guermouche,FRA,11,0,0,0.0,20
Yanis Lhery,FRA,72,0,0,0.3,18
Yann Sommer,SUI,2970,0,0,0.0,32
Yannick Cahuzac,FRA,618,0,0,0.0,36
Yannick Carrasco,BEL,2583,6,4,4.6,27
Yannick Gerhardt,GER,1574,1,1,1.8,27
Yannik Keitel,GER,504,0,0,0.8,21
Yannis M'Bemba,FRA,5,0,0,0.1,20
Yasser Larouci,ALG,341,0,0,0.1,20
Yassine Bounou,MAR,2790,0,0,0.0,30
Yayah Kallon,SLE,636,0,0,1.1,20
Yeray Álvarez,ESP,1860,0,0,0.4,26
