player,nation,minutes,goals,npg,npxg,age
Yeremi Pino,ESP,1678,6,6,6.2,18
Yerry Mina,COL,846,0,0,0.3,26
Yoane Wissa,COD,1284,7,7,3.7,24
Yoann Salmier,GUF,2668,0,0,0.4,28
Yoann Touzghar,TUN,1457,4,4,4.7,34
Yohann Magnin,FRA,1717,1,1,1.2,24
Youcef Atal,ALG,1140,2,2,0.9,25
Youcef Belaïli,ALG,825,3,3,2.0,29
Youri Tielemans,BEL,2631,6,4,3.1,24
Youssef En-Nesyri,MAR,1277,5,4,5.1,24
Youssef Maleh,ITA,1019,2,2,2.3,22
Youssouf Fofana,FRA,2190,0,0,1.3,22
Youssouf Koné,MLI,980,0,0,0.2,26
Youssouf Sabaly,SEN,788,0,0,0.1,28
Youssoufa Moukoko,GER,223,2,2,1.8,16
Youssouph Badji,SEN,135,0,0,0.1,19
Yunis Abdelhamid,MAR,2983,2,2,1.2,33
Yunus Musah,USA,1259,1,1,0.4,18
Yuri Berchiche,ESP,1015,1,1,0.4,31
Yussuf Poulsen,DEN,1079,6,6,5.1,27
Yusuf Demir,AUT,192,0,0,0.1,18
Yusuf Yazıcı,TUR,509,1,1,0.9,24
Yvan Neyou,CMR,936,0,0,0.2,24
Yvann Macon,FRA,1529,0,0,0.4,22
Yves Bissouma,MLI,2111,1,1,0.9,24
Yıldırım Mert Çetin,TUR,46,0,0,0.0,24
Zack Steffen,USA,90,0,0,0.0,26
Zaydou Youssouf,FRA,1553,1,1,0.9,22
Zeki Çelik,TUR,2696,2,2,1.4,24
Zidan Sertdemir,DEN,18,0,0,0.0,16
Zinho Vanheusden,BEL,989,0,0,0.2,22
Zlatan Ibrahimović,SWE,1016,8,8,6.1,39
Ádám Szalai,HUN,260,1,1,1.0,33
Álex Berenguer,ESP,2168,3,3,3.9,26
Álex Cantero,ESP,610,0,0,2.7,21
Álex Collado,ESP,1020,2,2,0.8,22
Álex Fernández,ESP,2051,3,2,1.4,28
Álex Moreno,ESP,2404,5,5,2.9,28
Álex Remiro,ESP,3150,0,0,0.0,26
Álvaro Aguirre,ESP,9,0,0,0.0,21
Álvaro Bastida,ESP,197,0,0,0.0,17
Álvaro Fernández,ESP,1080,0,0,0.0,23
Álvaro García,ESP,2998,7,7,6.3,28
Álvaro González,ESP,451,0,0,0.2,31
Álvaro Jiménez,ESP,234,0,0,0.1,26
Álvaro Morata,ESP,2302,9,8,7.2,28
Álvaro Negredo,ESP,2157,7,5,6.5,35
Álvaro Odriozola,ESP,1733,1,1,1.0,25
Álvaro Vadillo,ESP,7,0,0,0.0,26
Ángel Correa,ARG,1856,12,12,6.8,26
Ángel Di María,ARG,1645,5,5,5.5,33
Ángel Montoro,ESP,1331,1,1,1.2,33
Ángel Rodríguez,ESP,1544,3,3,4.8,34
Çağlar Söyüncü,TUR,2497,1,1,1.4,25
Éder Militão,BRA,3031,1,1,2.7,23
Éderson,BRA,1147,2,2,1.7,22
Édgar Badía,ESP,2160,0,0,0.0,29
Édgar González,ESP,1464,1,1,1.0,24
Édgar Méndez,ESP,1614,1,1,2.1,31
Érik Lamela,ARG,1015,5,5,2.7,29
Étienne Capoue,FRA,2290,1,1,0.6,33
Óliver Torres,ESP,1008,2,2,0.9,26
Óscar Duarte,CRC,1773,2,2,1.1,32
Óscar Gil,ESP,1688,0,0,0.3,23
Óscar Melendo,ESP,990,0,0,0.7,23
Óscar Mingueza,ESP,894,0,0,0.2,22
Óscar Rodríguez Arnaiz,ESP,1360,0,0,1.9000000000000001,23
Óscar Trejo,ARG,2007,3,0,1.2,33
Óscar Valentín,ESP,2569,0,0,1.1,26
Óscar de Marcos,ESP,1679,1,1,0.2,32
Ömer Faruk Beyaz,TUR,71,0,0,0.2,17
İlkay Gündoğan,GER,1857,8,8,8.6,30
Łukasz Fabiański,POL,3330,0,0,0.0,36
Łukasz Skorupski,POL,3240,0,0,0.0,30
Šime Vrsaljko,CRO,914,1,1,0.8,29
Ștefan Radu,ROU,556,0,0,0.1,34
