player,nation,minutes,goals,npg,npxg,age
Mohamed El Arouch,FRA,2,0,0,,19
Mohamed Elneny,EGY,28,0,0,,31
Mohamed Kaba,FRA,1378,0,0,,21
Mohamed Lamine Bayo,GUI,1389,5,3,,25
Mohamed Salah,EGY,2534,18,13,,31
Mohamed Simakan,FRA,2138,2,2,,23
Mohammed Kudus,GHA,2484,8,8,,22
Mohammed Salisu,GHA,1035,0,0,,24
Moi Gómez,ESP,2006,3,3,,29
Moise Kean,ITA,654,0,0,,23
Moisés Caicedo,ECU,2866,1,1,,21
Montassar Talbi,TUN,2204,0,0,,25
Morgan Gibbs-White,ENG,3156,5,4,,23
Morgan Guilavogui,GUI,566,2,2,,25
Morgan Rogers,ENG,638,3,3,,21
Morgan Sanson,FRA,1964,2,2,,28
Moritz Broschinski,GER,1247,2,2,,22
Moritz Jenz,GER,1742,0,0,,24
Moritz Nicolas,GER,2430,0,0,,25
Moritz-Broni Kwarteng,GHA,281,0,0,,25
Morten Frendrup,DEN,3145,2,2,,22
Morten Thorsby,NOR,1157,2,2,,27
Mory Diaw,SEN,2700,0,0,,30
Moses Simon,NGA,1788,3,2,,28
Mostafa Mohamed,EGY,2002,8,5,,25
Mouctar Diakhaby,GUI,1073,1,1,,26
Moussa Diaby,FRA,2174,6,6,,24
Moussa Diakité,MLI,1,0,0,,19
Moussa Diarra,MLI,1397,1,1,,22
Moussa Niakhate,SEN,1460,1,1,,27
Moussa Sissoko,FRA,1821,0,0,,33
Moïse Sahi Dion,CIV,628,3,3,,21
Muhammed Cham,AUT,2554,8,4,,22
Munir El Haddadi,MAR,2449,3,3,,27
Murillo,BRA,2789,0,0,,21
Musa Al-Taamari,JOR,1928,5,5,,26
Mykhailo Mudryk,UKR,1576,5,5,,22
Myles Peart-Harris,ENG,13,0,0,,20
Myron Boadu,NED,85,1,1,,22
Myrto Uzuni,ALB,2448,11,7,,28
Mário Rui,POR,1205,0,0,,32
Máximo Perrone,ARG,1623,0,0,,20
Mërgim Vojvoda,KVX,1379,0,0,,28
N'Guessan Kouadio,CIV,110,0,0,,20
Naatan Skyttä,FIN,120,0,0,,21
Nabil Aberdin,FRA,180,0,0,,20
Nabil Alioui,FRA,1009,4,4,,24
Nabil Bentaleb,ALG,1967,0,0,,28
Nabil Fekir,FRA,1049,1,1,,30
Naby Keïta,GUI,109,0,0,,28
Nacho,ESP,1746,0,0,,33
Nacho Ferri,ESP,74,1,1,,18
Nacho Vidal,ESP,512,1,1,,28
Nadiem Amiri,GER,1401,1,1,,26
Nadir Zortea,ITA,1407,2,2,,24
Nahitan Nández,URU,2341,2,1,,27
Nahuel Molina,ARG,1852,2,2,,25
Nahuel Tenaglia,ARG,1141,1,1,,27
Nampalys Mendy,SEN,1052,0,0,,31
Naouirou Ahamada,FRA,349,0,0,,21
Natan,BRA,952,0,0,,22
Nathan Aké,NED,2042,2,2,,28
Nathan Collins,IRL,2652,1,1,,22
Nathan Fraser,IRL,186,0,0,,18
Nathan N'Goumou,CMR,1385,5,5,,23
Nathan Patterson,SCO,1005,0,0,,21
Nathan Redmond,ENG,142,0,0,,29
Nathan Tella,NGA,819,5,5,,24
Nathan Zeze,FRA,1022,0,0,,18
Nathanael Mbuku,COD,5,0,0,,21
Nathaniel Adjei,GHA,1243,0,0,,20
Nathaniel Clyne,ENG,1338,0,0,,32
Nayef Aguerd,MAR,1857,1,1,,27
Neal Maupay,FRA,1432,6,6,,26
Neco Williams,WAL,1637,0,0,,22
Nedim Bajrami,ALB,1310,2,2,,24
Nehuén Pérez,ARG,3238,0,0,,23
Neil El Aynaoui,MAR,1566,1,1,,22
Nelson Weiper,GER,124,0,0,,18
Nemanja Gudelj,SRB,1742,1,1,,31
Nemanja Maksimović,SRB,3265,4,4,,28
Nemanja Matić,SRB,2281,0,0,,34
Nemanja Radonjić,SRB,727,3,3,,27
Neto,BRA,2880,0,0,,34
Neto Borges,BRA,2516,0,0,,26
Niccolò Pierozzi,ITA,871,1,1,,21
Niccolò Pisilli,ITA,10,0,0,,18
Nick Pope,ENG,1345,0,0,,31
Nick Woltemade,GER,1189,2,2,,21
Niclas Füllkrug,GER,2392,12,9,,30
Nico Elvedi,SUI,2482,2,2,,26
Nico Schlotterbeck,GER,2859,2,2,,23
Nico Williams,ESP,2263,5,5,,21
Nicola Bagnolini,ITA,5,0,0,,19
Nicola Leali,ITA,176,0,0,,30
Nicola Sansone,ITA,767,2,2,,31
Nicola Zalewski,POL,968,0,0,,21
Nicolai Rapp,GER,76,0,0,,26
Nicolas Cozza,FRA,1171,0,0,,24
Nicolas Haas,SUI,90,0,0,,27
Nicolas Höfler,GER,2330,1,1,,33
Nicolas Jackson,SEN,2799,14,14,,22
Nicolas Pallois,FRA,1589,0,0,,35
Nicolas Seiwald,AUT,718,0,0,,22
Nicolas Viola,ITA,1207,5,5,,33
Nicolás Domínguez,ARG,1597,2,2,,25
Nicolás González,ARG,1913,12,11,,25
Nicolás Paz,ARG,23,0,0,,18
Nicolás Tagliafico,ARG,2123,3,3,,30
Nicolò Barella,ITA,2846,2,2,,26
Nicolò Cambiaghi,ITA,2553,1,1,,22
Nicolò Casale,ITA,1559,0,0,,25
Nicolò Fagioli,ITA,437,0,0,,22
Nicolò Rovella,ITA,1318,0,0,,21
Nicolò Zaniolo,ITA,839,2,2,,24
Niels Nkounkou,FRA,1309,3,3,,22
Nikita Contini Baranovsky,ITA,17,0,0,,27
Niklas Dorsch,GER,1386,0,0,,25
Niklas Schmidt,GER,1269,1,1,,25
Niklas Stark,GER,1088,2,2,,28
Niklas Süle,GER,1514,1,1,,27
Nikola Dovedan,AUT,656,3,3,,29
Nikola Krstović,MNE,2373,7,6,,23
Nikola Milenković,SRB,2510,0,0,,25
Nikola Moro,CRO,840,1,1,,25
Nikola Sekulov,ITA,11,0,0,,21
Nikola Vlašić,CRO,2608,3,3,,25
Njegoš Petrović,SRB,157,0,0,,24
Nnamdi Collins,GER,90,0,0,,19
Noah Atubolu,GER,3060,0,0,,21
Noah Loosli,SUI,346,0,0,,26
Noah Mbamba,BEL,16,0,0,,18
Noah Okafor,SUI,887,6,6,,23
Noah Weißhaupt,GER,759,1,1,,21
Noam Mayoka-Tika,BEL,1,0,0,,19
Nolan Mbemba,CGO,22,1,1,,28
Noni Madueke,ENG,1053,5,4,,21
Norbert Gyömbér,SVK,1760,0,0,,31
Nordi Mukiele,FRA,796,0,0,,25
Norman Theuerkauf,GER,1259,0,0,,36
Noussair Mazraoui,MAR,1197,0,0,,25
Nuha Jatta,GAM,1,0,0,,17
Nuno Mendes,POR,267,1,1,,21
Nuno Tavares,POR,457,0,0,,23
Nélson Semedo,POR,3084,0,0,,29
Obite N'Dicka,CIV,2168,0,0,,23
Odeluga Offiah,ENG,128,0,0,,20
Odilon Kossounou,CIV,1811,1,1,,22
Odsonne Édouard,FRA,1555,7,7,,25
Odysseas Vlachodimos,GRE,450,0,0,,29
Ohis Felix Uduokhai,GER,2921,2,2,,25
Oier Zarraga,ESP,404,2,2,,24
Oihan Sancet,ESP,1975,4,4,,23
Ola Aina,NGA,1692,1,1,,26
Ola Solbakken,NOR,23,0,0,,24
Olasagasti,ESP,360,0,0,,22
Ole Pohlmann,GER,54,0,0,,22
Oleksandr Zinchenko,UKR,1722,1,1,,26
Oliver Arblaster,ENG,943,0,0,,19
Oliver Baumann,GER,3060,0,0,,33
Oliver Burke,SCO,32,0,0,,26
Oliver Christensen,DEN,360,0,0,,24
Oliver McBurnie,SCO,1280,6,4,,27
Oliver Norwood,NIR,1440,1,0,,32
Oliver Skipp,ENG,707,0,0,,22
Olivier Deman,BEL,1365,2,2,,23
Olivier Giroud,FRA,2363,15,11,,36
Ollie Watkins,ENG,3217,19,19,,27
Omar Alderete,PAR,2195,0,0,,26
Omar Marmoush,EGY,2301,12,10,,24
Omar Mascarell,EQG,1571,0,0,,30
Omar Traoré,GER,2472,0,0,,25
Omari Forson,ENG,70,0,0,,19
Omari Kellyman,ENG,37,0,0,,17
Omenuke Mfulu,COD,82,0,0,,29
Ondrej Duda,SVK,2456,1,1,,28
Orel Mangala,BEL,1961,3,3,,25
Oriol Romeu,ESP,936,0,0,,31
Oscar Bobb,NOR,302,1,1,,20
Oscar Cortés,COL,44,1,1,,19
Oscar Estupiñan,COL,260,0,0,,26
Oscar Vilhelmsson,SWE,1374,4,4,,19
Othmane Maamma,MAR,88,1,1,,17
Oualid El Hajjam,MAR,393,0,0,,32
Oumar Diakité,CIV,1585,5,5,,19
Ousmane Dembélé,FRA,1506,3,3,,26
Oussama El Azzouzi,MAR,547,2,2,,22
Oussama Targhalline,MAR,1025,0,0,,21
Owen Beck,WAL,8,0,0,,20
Ozan Kabak,TUR,2282,4,4,,23
Pablo Barrios,ESP,1555,0,0,,20
Pablo Busto,ESP,44,0,0,,17
Pablo Fornals,ESP,1574,3,3,,27
Pablo Galdames Millán,CHI,11,0,0,,26
Pablo Gozalbez,ESP,103,0,0,,22
Pablo Ibáñez,ESP,1152,1,1,,24
Pablo Maffeo,ESP,1454,1,1,,26
Pablo Marí,ESP,2615,0,0,,29
Pablo Pagis,FRA,165,0,0,,20
Pablo Rosario,DOM,2009,0,0,,26
Pablo Saenz,ESP,19,0,0,,22
Pablo Sarabia,ESP,1745,4,2,,31
Pablo Torre,ESP,701,0,0,,20
Paco Sanz,ESP,24,0,0,,18
Panos Katseris,GRE,1041,1,1,,22
Pantelis Hatzidiakos,GRE,856,0,0,,26
Papa Amadou Diallo,SEN,889,2,2,,19
Pape Gueye,SEN,765,1,1,,24
Pape Matar Sarr,SEN,2069,3,3,,20
Papu Gómez,ARG,41,0,0,,35
Pascal Groß,GER,3114,4,3,,32
Pascal Stenzel,GER,1064,0,0,,27
Pascu,ESP,14,0,0,,20
Pasquale Mazzocchi,ITA,1700,0,0,,28
Pathé Ciss,SEN,1664,1,1,,29
Patric,ESP,1608,2,2,,30
Patric Pfeiffer,GER,511,0,0,,23
Patrick Ciurria,ITA,1598,0,0,,28
Patrick Dorgu,DEN,1564,2,2,,18
Patrick Herrmann,GER,86,0,0,,32
Patrick Mainka,GER,3060,2,2,,28
Patrick Osterhage,GER,1861,2,2,,23
Patrick Ouotro,CIV,8,0,0,,17
Patrick Wimmer,AUT,589,2,2,,22
Patrik Schick,CZE,1063,7,6,,27
Pau Cubarsí,ESP,1558,0,0,,16
Pau López,ESP,2939,0,0,,28
Pau Torres,ESP,2464,2,2,,26
Paul Akouokou,CIV,334,0,0,,25
Paul Dummett,WAL,20,0,0,,31
Paul Jaeckel,GER,234,0,0,,25
Paul Pogba,FRA,54,0,0,,30
Paulo Azzi,BRA,950,0,0,,29
Paulo Dybala,ARG,1959,13,6,,29
Paulo Gazzaniga,ARG,3420,0,0,,31
Pavao Pervan,AUT,810,0,0,,35
Pavel Kadeřábek,CZE,2412,3,3,,31
Paweł Dawidowicz,POL,2143,0,0,,28
Paxten Aaronson,USA,101,0,0,,19
Pedri,ESP,1476,4,4,,20
Pedro,ESP,816,1,1,,36
Pedro Chirivella,ESP,2594,1,1,,26
Pedro Neto,POR,1516,2,2,,23
Pedro Obiang,EQG,453,0,0,,31
Pedro Pereira,POR,841,0,0,,25
Pedro Porro,ESP,3089,3,3,,23
Pejiño,ESP,504,2,2,,27
Pelly Ruddock Mpanzu,COD,1101,0,0,,30
Pep Biel,ESP,285,0,0,,26
Pep Chavarría,ESP,1167,1,1,,25
Pepe Reina,ESP,180,0,0,,40
Pepín,EQG,241,0,0,,26
Perr Schuurs,NED,770,1,1,,23
Peru Nolaskoain,ESP,10,0,0,,24
Pervis Estupiñán,ECU,1243,2,2,,25
Peter González,DOM,649,0,0,,21
Phil Foden,ENG,2857,19,19,,23
Philip Billing,DEN,1398,2,2,,27
Philipp Förster,GER,385,0,0,,28
Philipp Hofmann,GER,1571,4,4,,30
Philipp Köhn,SUI,1980,0,0,,25
Philipp Lienhart,AUT,1265,1,1,,27
Philipp Max,GER,1350,1,1,,29
Philippe Coutinho,BRA,25,0,0,,31
Phillip Tietz,GER,2382,8,8,,26
Phillipp Mwene,AUT,1996,1,1,,29
Pierluigi Gollini,ITA,630,0,0,,28
Piero Hincapié,ECU,1484,1,1,,21
Pierre Højbjerg,DEN,1311,0,0,,27
Pierre Kalulu,FRA,374,0,0,,23
Pierre Lees-Melou,FRA,2517,4,4,,30
Pierre-Emerick Aubameyang,GAB,2622,17,13,,34
Pietro Comuzzo,ITA,43,0,0,,18
Pietro Pellegri,ITA,756,1,1,,22
Pietro Terracciano,ITA,2970,0,0,,33
Piotr Zieliński,POL,1924,3,2,,29
Pol Lirola,ESP,1536,2,2,,25
Pontus Almqvist,SWE,2107,2,2,,24
Portu,ESP,1285,7,7,,31
Predrag Rajković,SRB,3240,0,0,,27
Przemysław Frankowski,POL,2192,3,2,,28
Przemysław Szymiński,POL,9,0,0,,29
Péter Gulácsi,HUN,1170,0,0,,33
Quentin Merlin,FRA,1986,0,0,,21
Rabby Nzingoula,FRA,133,0,0,,17
Rachad Fettal,MAR,17,0,0,,18
Radamel Falcao,COL,407,1,0,,37
Rade Krunić,BIH,687,0,0,,29
Radosław Majecki,POL,1080,0,0,,23
Radu Drăgușin,ROU,2139,2,2,,21
Rafa Marín,ESP,2443,0,0,,21
Rafa Mir,ESP,391,2,2,,26
Rafael Borré,COL,991,4,4,,27
Rafael Leão,POR,2512,9,9,,24
Rafael Tolói,ITA,965,0,0,,32
Raffaele Di Gennaro,ITA,23,0,0,,29
Raheem Sterling,ENG,1978,8,8,,28
Raimane Daou,COM,25,0,0,,18
Ramy Bensebaini,ALG,1033,0,0,,28
Ramón Terrats,ESP,785,0,0,,22
Randal Kolo Muani,FRA,1421,7,7,,24
Randy Nteka,ANG,572,1,0,,25
Rani Khedira,GER,1343,0,0,,29
Raoul Bellanova,ITA,3046,1,1,,23
Raphaël Guerreiro,POR,1191,3,3,,29
Raphaël Varane,FRA,1375,1,1,,30
Raphinha,BRA,1368,6,5,,26
Rareș-Cătălin Burnete,ROU,8,0,0,,19
Rasmus Carstensen,DEN,1659,0,0,,22
Rasmus Højlund,DEN,2158,10,10,,20
Rasmus Kristensen,DEN,1744,1,1,,26
Rasmus Nicolaisen,DEN,2925,2,2,,26
Rassoul Ndiaye,SEN,526,0,0,,21
Rayan Aït-Nouri,ALG,2329,2,2,,22
Rayan Cherki,FRA,1719,1,1,,19
Raúl,ESP,1355,6,6,,22
Raúl Albiol,ESP,2031,0,0,,37
Raúl Fernández,ESP,280,0,0,,35
Raúl García,ESP,420,1,1,,37
Raúl Jiménez,MEX,1395,7,7,,32
Raúl Torrente,ESP,1250,0,0,,21
Raúl de Tomás,ESP,1272,1,0,,28
Reda Belahyane,MAR,117,0,0,,19
Reda Khadra,GER,1368,1,1,,22
Reece Burke,ENG,1660,0,0,,26
Reece James,ENG,419,0,0,,23
Reinier,BRA,1059,2,2,,21
Reinildo Mandava,MOZ,731,2,2,,29
Reiss Nelson,ENG,268,0,0,,23
Remi Matthews,ENG,4,0,0,,29
Remi Oudin,FRA,1819,3,3,,26
Remo Freuler,SUI,2624,1,1,,31
Renan Lodi,BRA,1235,0,0,,25
Renato Sanches,POR,146,1,1,,25
Renato Tapia,PER,1337,0,0,,28
Rhian Brewster,ENG,346,0,0,,23
Rhys Norrington-Davies,WAL,110,0,0,,24
Ricard Sánchez,ESP,2295,3,3,,23
Ricardo Rodríguez,SUI,2772,1,1,,30
Ricardo Visus,ESP,166,0,0,,22
Riccardo Calafiori,ITA,2349,2,2,,21
Riccardo Marchizza,ITA,1148,0,0,,25
Riccardo Orsolini,ITA,1792,10,8,,26
Riccardo Pagano,ITA,51,0,0,,18
Riccardo Saponara,ITA,342,0,0,,31
Riccardo Sottil,ITA,1103,2,2,,24
Richarlison,BRA,1491,11,11,,26
Rick Karsdorp,NED,1191,0,0,,28
Rico Henry,JAM,401,0,0,,26
Rico Lewis,ENG,809,2,2,,18
Ridgeciano Haps,SUR,773,0,0,,30
Ridle Baku,GER,2013,1,1,,25
Ritsu Doan,JPN,2246,7,7,,25
Robert Andrich,GER,1690,4,4,,28
Robert Gumny,POL,481,0,0,,25
Robert Lewandowski,POL,2750,19,15,,34
Robert Skov,DEN,1260,3,3,,27
Robert Sánchez,ESP,1433,0,0,,25
Roberto Gagliardini,ITA,2360,1,1,,29
Roberto Massimo,GER,84,0,0,,22
Roberto Navarro,ESP,1888,1,1,,21
Roberto Pereyra,ARG,1858,4,3,,32
Roberto Piccoli,ITA,1417,5,4,,22
Robin Gosens,GER,2283,6,6,,29
Robin Hack,GER,1348,10,10,,24
Robin Knoche,GER,1917,1,1,,31
Robin Koch,GER,2738,2,2,,27
Robin Le Normand,ESP,2469,2,2,,26
Robin Olsen,SWE,405,0,0,,33
Robin Zentner,GER,2700,0,0,,28
Rocco Reitz,GER,2136,6,6,,21
Rodri,ESP,3982,8,8,,27
Rodrigo Bentancur,URU,1005,1,1,,26
Rodrigo De Paul,ARG,2075,3,3,,29
Rodrigo Muniz,BRA,1593,9,9,,22
Rodrigo Ribeiro,POR,17,0,0,,18
Rodrigo Riquelme,ESP,1528,3,3,,23
Rodrygo,BRA,2380,10,10,,22
Roger Martí,ESP,1359,2,2,,32
Rogério,BRA,906,1,1,,25
Roland Sallai,HUN,1840,3,3,,26
Rolando Mandragora,ITA,1588,3,3,,26
Romain Del Castillo,FRA,2497,8,5,,27
Romain Faivre,FRA,1494,5,5,,25
Romain Perraud,FRA,370,0,0,,25
Roman Yaremchuk,UKR,928,3,3,,27
Romano Schmid,AUT,2601,4,4,,23
Romelu Lukaku,BEL,2641,13,13,,30
Rominigue Kouamé,MLI,821,0,0,,26
Roméo Lavia,BEL,33,0,0,,19
Ronald Araújo,URU,1997,1,1,,24
Ronaël Pierre-Gabriel,FRA,598,0,0,,25
Ross Barkley,ENG,2618,5,5,,29
Royce Openda,GAB,16,0,0,,21
Ruan,BRA,1516,0,0,,24
Ruben Aguilar,FRA,1922,1,1,,30
Ruben Lendinez,ESP,11,0,0,,20
Ruben Loftus-Cheek,ENG,2068,6,6,,27
Ruben Vargas,SUI,1962,4,4,,24
Rubén Alcaraz,ESP,3134,3,1,,32
Rubén Blanco,ESP,121,0,0,,28
Rubén Duarte,ESP,1878,2,2,,27
Rubén García,ESP,1547,3,3,,30
Rubén Peña,ESP,2088,0,0,,32
Rubén Sobrino,ESP,1646,0,0,,31
Rui Patrício,POR,2070,0,0,,35
Rui Silva,POR,2475,0,0,,29
Ruslan Malinovskyi,UKR,1544,4,4,,30
Ryan Christie,SCO,2907,0,0,,28
Ryan Giles,ENG,503,0,0,,23
Ryan Gravenberch,NED,1131,1,1,,21
Ryan One,SCO,8,0,0,,17
Ryan Yates,ENG,1992,1,1,,25
Rémy Cabella,FRA,1477,2,2,,33
Rémy Descamps,FRA,540,0,0,,27
Rémy Riou,FRA,270,0,0,,35
Rúben Dias,POR,2559,0,0,,26
Rúben Vinagre,POR,282,0,0,,24
Răzvan Marin,ROU,1818,0,0,,27
Saba Sazonov,GEO,356,0,0,,21
Sacha Boey,FRA,109,0,0,,22
Sacha Delaye,FRA,130,0,0,,21
Sadibou Sané,SEN,846,0,0,,19
Sael Kumbedi,FRA,924,0,0,,18
Saidou Sow,GUI,719,0,0,,21
Salih Özcan,TUR,1184,0,0,,25
Salim El Jebari,MAR,13,0,0,,19
Salis Abdul Samed,GHA,1519,0,0,,23
Salvi,ESP,28,0,0,,32
Sam Beukema,NED,2547,1,1,,24
Sam Curtis,IRL,28,0,0,,17
Sam Johnstone,ENG,1796,0,0,,30
Saman Ghoddos,IRN,739,1,1,,29
Samu Castillejo,ESP,536,0,0,,28
Samu Costa,POR,2303,1,1,,22
Samu Omorodion,ESP,1998,9,9,,19
Samuel Bamba,GER,47,0,0,,19
Samuel Chukwueze,NGA,1017,1,1,,24
Samuel Gigot,FRA,1726,3,3,,29
Samuel Grandsir,FRA,606,1,1,,26
Samuel Iling-Junior,ENG,810,1,1,,19
Samuel Lino,BRA,2080,4,4,,23
Samuel Moutoussamy,COD,1107,1,1,,26
Samuel Umtiti,FRA,185,0,0,,29
Samuele Birindelli,ITA,2013,0,0,,24
Samuele Di Benedetto,GER,7,0,0,,18
Samuele Mulattieri,ITA,462,0,0,,22
Samuele Perisan,ITA,90,0,0,,25
Samuele Ricci,ITA,2395,1,1,,21
Samuele Vignato,ITA,343,1,1,,19
Sander Berge,NOR,3005,1,1,,25
Sandi Lovrić,SVN,1987,1,1,,25
Sandro Ramírez,ESP,1808,1,1,,28
Sandro Tonali,ITA,438,1,1,,23
Sanjin Prcić,BIH,88,0,0,,29
Santi Comesaña,ESP,1653,2,2,,26
Santiago Bueno,URU,822,0,0,,24
Santiago Castro,ARG,242,1,1,,18
Santiago García,ESP,25,0,0,,21
Santiago Pierotti,ARG,200,0,0,,22
Sardar Azmoun,IRN,585,3,3,,28
Sargis Adamyan,ARM,801,1,1,,30
Sasa Kalajdzic,AUT,491,2,2,,26
Saïd Benrahma,ALG,1390,3,3,,27
Saïmon Bouabré,FRA,45,0,0,,17
Saúl Coco,EQG,2295,1,1,,24
Saúl Ñíguez,ESP,1374,1,1,,28
Saša Lukić,SRB,1122,1,1,,26
Scott McKenna,SCO,416,0,0,,26
Scott McTominay,SCO,1901,7,7,,26
Sead Kolašinac,BIH,2178,1,1,,30
Sean Longstaff,ENG,2747,6,6,,25
Sebastiaan Bornauw,BEL,1431,0,0,,24
Sebastian Polter,GER,446,0,0,,32
Sebastian Rode,GER,61,0,0,,32
Sebastian Walukiewicz,POL,2055,0,0,,23
Sebastiano Luperto,ITA,3406,1,1,,26
Selim Amallah,MAR,604,0,0,,26
Senne Lynen,BEL,1797,0,0,,24
Senny Mayulu,FRA,324,0,0,,17
Sepp van den Berg,NED,2839,3,3,,21
Serge Aurier,CIV,833,0,0,,30
Serge Gnabry,GER,432,3,3,,28
Sergi Altimira,ESP,568,1,1,,21
Sergi Canós,ESP,1229,1,1,,26
Sergi Cardona,ESP,2814,1,1,,24
Sergi Darder,ESP,2157,2,2,,29
Sergi Guardiola,ESP,495,1,1,,32
Sergi Roberto,ESP,860,3,3,,31
Sergio Akieme,ESP,2493,4,4,,25
Sergio Arribas,ESP,2047,9,9,,21
Sergio Camello,ESP,1661,3,3,,22
Sergio Gómez,ESP,53,0,0,,22
Sergio Herrera,ESP,2869,0,0,,30
Sergio Ramos,ESP,2517,3,3,,37
Sergio Reguilón,ESP,1530,0,0,,26
Sergio Rodelas,ESP,122,0,0,,18
Sergio Ruiz,ESP,2494,0,0,,28
Serhou Guirassy,GUI,2208,28,24,,27
Seydou Fini,ITA,35,0,0,,17
Shamar Nicholson,JAM,1484,4,3,,26
Shandon Baptiste,GRN,229,1,1,,25
Shavy Babicka,GAB,373,1,1,,23
Sheraldo Becker,SUR,1416,2,2,,28
Shiō Fukuda,JPN,36,0,0,,19
Shon Weissman,ISR,576,1,1,,27
Siebe Van Der Heyden,BEL,286,0,0,,25
Silas Katompa,COD,900,5,5,,24
Silvan Hefti,SUI,825,0,0,,25
Silvan Widmer,SUI,1242,1,1,,30
Silvi Clúa,ESP,1,0,0,,18
Simeon Nwankwo,NGA,686,3,3,,31
Simon Adingra,CIV,2222,6,6,,21
Simon Ebonog,CMR,20,0,0,,18
Simon Elisor,FRA,767,1,1,,24
Simon Kjær,DEN,1171,0,0,,34
Simon Zoller,GER,45,0,0,,32
Simone Aresti,ITA,1,0,0,,37
Simone Bastoni,ITA,745,1,1,,26
Simone Pafundi,ITA,8,0,0,,17
Simone Perilli,ITA,90,0,0,,28
Simone Romagnoli,ITA,2715,1,1,,33
Simone Scuffet,ITA,2789,0,0,,27
Simone Verdi,ITA,4,0,0,,31
Sinaly Diomande,CIV,889,0,0,,22
Siriné Doucouré,MLI,423,1,1,,21
Skelly Alvero,FRA,549,2,2,,21
Sofiane Diop,MAR,499,0,0,,23
Sofiane Sidi Ali,FRA,18,0,0,,28
Sofyan Amrabat,MAR,938,0,0,,26
Sokratis Papastathopoulos,GRE,1136,0,0,,35
Solly March,ENG,554,3,3,,29
Son Heung-min,KOR,2934,17,15,,31
Sory Kaba,GUI,720,1,1,,28
Souleymane Touré,FRA,2051,1,1,,20
Soungoutou Magassa,FRA,1346,0,0,,19
Srđan Babić,SRB,90,0,0,,27
Stanislav Lobotka,SVK,3282,0,0,,28
Stanley N'Soki,FRA,631,0,0,,24
Stefan Bajcetic,ESP,26,0,0,,18
Stefan Bell,GER,666,0,0,,31
Stefan Lainer,AUT,751,0,0,,30
Stefan Lekovic,SRB,29,0,0,,19
Stefan Mitrović,SRB,1090,1,1,,20
Stefan Ortega,GER,635,0,0,,30
Stefan Posch,AUT,2409,1,1,,26
Stefan Savić,MNE,1630,0,0,,32
Stefan Schimmer,GER,153,0,0,,29
Stefan de Vrij,NED,1586,1,1,,31
Stefano Sabelli,ITA,2429,0,0,,30
Stefano Sensi,ITA,46,0,0,,27
Stefano Turati,ITA,2745,0,0,,21
Steffen Tigges,GER,727,3,3,,25
Stephan El Shaarawy,ITA,1738,3,3,,30
Steve Mandanda,FRA,3060,0,0,,38
Steve Mounié,BEN,1769,6,6,,28
Steve Ngoura,FRA,223,0,0,,18
Steven Baseya,FRA,6,0,0,,18
Steven Shpendi,ALB,411,0,0,,20
Stijn Spierings,NED,1634,0,0,,27
Stole Dimitrievski,MKD,3330,0,0,,29
Stredair Appuah,FRA,84,0,0,,19
Suat Serdar,GER,1659,0,0,,26
Suso,ESP,1517,1,1,,29
Sven Botman,NED,1377,2,2,,23
Sven Michel,GER,583,2,1,,33
Sven Ulreich,GER,990,0,0,,34
Sydie Peck,ENG,10,0,0,,18
Sydney van Hooijdonk,NED,212,0,0,,23
Szymon Żurkowski,POL,868,4,4,,25
Sávio,BRA,2976,9,9,,19
Séamus Coleman,IRL,665,0,0,,34
Sébastien Haller,CIV,396,0,0,,29
Tadeo Allende,ARG,336,1,1,,24
Tahith Chong,CUW,1982,4,4,,23
Taiwo Awoniyi,NGA,1042,6,6,,25
Tajon Buchanan,CAN,161,1,1,,24
Takefusa Kubo,JPN,2150,7,7,,22
Takehiro Tomiyasu,JPN,1149,2,2,,24
Takuma Asano,JPN,1986,6,6,,28
Takumi Minamino,JPN,2117,9,9,,28
Tammy Abraham,ENG,242,1,1,,25
Tanguy Coulibaly,FRA,623,1,1,,22
Tanguy Nianzou,FRA,318,0,0,,21
Tariq Lamptey,GHA,914,0,0,,22
Tawanda Chirewa,ZIM,145,0,0,,19
Teddy Teuma,MLT,2113,6,5,,29
Teden Mengi,ENG,2469,1,1,,21
Terem Moffi,NGA,1949,11,8,,24
Teun Koopmeiners,NED,2627,12,10,,25
Theo Corbeanu,CAN,182,1,1,,21
Theo Hernández,FRA,2791,5,4,,25
Therence Koudou,FRA,314,0,0,,18
Thiago Alcántara,ESP,6,0,0,,32
Thiago Silva,BRA,2527,3,3,,38
Thibault De Smet,BEL,1831,0,0,,25
Thibaut Courtois,BEL,332,0,0,,31
Thierry Correia,POR,2154,0,0,,24
Thijs Dallinga,NED,2510,14,13,,22
Thilo Kehrer,GER,1345,1,1,,26
Thomas Cannon,IRL,1,0,0,,20
Thomas Delaine,FRA,2044,1,1,,31
Thomas Foket,BEL,1833,0,0,,28
Thomas Henry,FRA,334,3,3,,28
Thomas Isherwood,SWE,636,0,0,,25
Thomas Kaminski,BEL,3405,0,0,,30
Thomas Keller,GER,2,0,0,,23
Thomas Kristensen,DEN,2096,0,0,,21
Thomas Lemar,FRA,164,0,0,,27
Thomas Meunier,BEL,586,0,0,,31
Thomas Müller,GER,1654,5,5,,33
Thomas Partey,GHA,788,0,0,,30
Thomas Strakosha,ALB,135,0,0,,28
Thorgan Hazard,BEL,7,0,0,,30
Théo Le Bris,FRA,1516,0,0,,20
